"","b1_conf","b1_rt","id","max_div","max_tree"
"269",1.05977,-0.0288608,"sub-1001",0,0
"270",1.25125,-0.0409359,"sub-1001",0,0
"271",1.09166,-0.00955379,"sub-1001",0,0
"272",1.29727,0.00226721,"sub-1001",0,0
"273",0.6214,-0.0147244,"sub-1001",0,0
"274",1.17632,-0.00141183,"sub-1001",0,0
"275",2.09494,-0.0197055,"sub-1001",0,0
"276",2.20772,-0.00133212,"sub-1001",0,0
"277",1.94151,-0.0261064,"sub-1001",0,0
"278",1.94559,-0.028323,"sub-1001",0,0
"279",0.727338,-0.0215703,"sub-1001",0,0
"280",1.29678,-0.0131753,"sub-1001",0,0
"281",0.652185,-0.000504075,"sub-1001",0,0
"282",1.50392,-0.00983743,"sub-1001",0,0
"283",0.898661,0.000215615,"sub-1001",0,0
"284",1.29902,-0.0115606,"sub-1001",0,0
"285",1.4188,-0.0267981,"sub-1001",0,0
"286",2.27367,-0.0188801,"sub-1001",0,0
"287",1.27105,-0.0278315,"sub-1001",0,0
"288",1.43949,-0.0291893,"sub-1001",0,0
"289",0.510351,-0.0270035,"sub-1001",0,0
"290",1.08059,-0.0114758,"sub-1001",0,0
"291",0.555975,-0.00740129,"sub-1001",0,0
"292",0.439785,-0.00244849,"sub-1001",0,0
"293",1.17488,-0.0220101,"sub-1001",0,0
"294",1.61153,-0.017645,"sub-1001",0,0
"295",1.39864,-0.0150296,"sub-1001",0,0
"296",1.8157,-0.0238798,"sub-1001",0,0
"297",2.51238,-0.0345521,"sub-1001",0,0
"298",0.612907,-0.00520985,"sub-1001",0,0
"299",1.63517,-0.0157194,"sub-1001",0,0
"300",0.221935,-0.0126588,"sub-1001",0,0
"301",1.53081,-0.00337034,"sub-1001",0,0
"302",1.08119,-0.0139375,"sub-1001",0,0
"303",1.20992,-0.0428564,"sub-1001",0,0
"304",1.61148,-0.0425554,"sub-1001",0,0
"305",1.65817,-0.0157698,"sub-1001",0,0
"306",1.5169,-0.013467,"sub-1001",0,0
"307",0.745733,-0.0442717,"sub-1001",0,0
"308",1.00151,-0.0164697,"sub-1001",0,0
"309",1.006,-0.0173653,"sub-1001",0,0
"310",1.05192,-0.0226422,"sub-1001",0,0
"311",0.939936,-0.0115998,"sub-1001",0,0
"312",0.907858,0.00269925,"sub-1001",0,0
"313",0.838381,0.00562878,"sub-1001",0,0
"314",1.27248,-0.00975332,"sub-1001",0,0
"315",0.77699,-0.0162856,"sub-1001",0,0
"316",0.688782,-0.0061131,"sub-1001",0,0
"317",0.698509,-0.00580169,"sub-1001",0,0
"318",1.44647,-0.0173414,"sub-1001",0,0
"319",0.808479,-0.015026,"sub-1001",0,0
"320",0.811202,-0.0129919,"sub-1001",0,0
"321",0.771529,-0.00155831,"sub-1001",0,0
"322",1.14865,-0.0200777,"sub-1001",0,0
"323",0.557039,-0.0094023,"sub-1001",0,0
"324",1.73297,-0.0409463,"sub-1001",0,0
"325",1.74742,-0.0129701,"sub-1001",0,0
"326",1.56764,-0.00214481,"sub-1001",0,0
"327",0.443962,-0.0204036,"sub-1001",0,0
"328",0.851577,0.00374861,"sub-1001",0,0
"329",1.61459,-0.0242768,"sub-1001",0,0
"330",1.76107,-0.0204104,"sub-1001",0,0
"331",2.10414,-0.0277312,"sub-1001",0,0
"332",1.15466,0.0101856,"sub-1001",0,0
"333",1.1665,-0.0292542,"sub-1001",0,0
"334",0.527307,0.00186717,"sub-1001",0,0
"335",1.71523,-0.0368106,"sub-1001",0,0
"336",0.825596,-0.0586962,"sub-1001",0,0
"337",1.09189,-0.0563755,"sub-1001",0,0
"338",1.43568,-0.054727,"sub-1001",0,0
"339",0.327201,-0.0426918,"sub-1001",0,0
"340",0.958516,-0.0605874,"sub-1001",0,0
"341",1.21465,-0.0350668,"sub-1001",0,0
"342",0.958442,-0.0407668,"sub-1001",0,0
"343",0.464279,-0.0261694,"sub-1001",0,0
"344",1.11115,-0.0459051,"sub-1001",0,0
"345",1.5897,-0.0329433,"sub-1001",0,0
"346",2.10027,0.00126555,"sub-1001",0,0
"347",1.97296,-0.0201972,"sub-1001",0,0
"348",2.16857,-0.00801544,"sub-1001",0,0
"349",1.21463,-0.0465128,"sub-1001",0,0
"350",0.418298,-0.0178586,"sub-1001",0,0
"351",0.881525,-0.0215557,"sub-1001",0,0
"352",0.63017,-0.00619953,"sub-1001",0,0
"353",1.03074,-0.0138557,"sub-1001",0,0
"354",0.936119,-0.0167792,"sub-1001",0,0
"355",0.600664,-0.0316323,"sub-1001",0,0
"356",0.445052,-0.021191,"sub-1001",0,0
"357",0.778195,-0.0220293,"sub-1001",0,0
"358",0.784893,-0.0206112,"sub-1001",0,0
"359",0.56137,-0.0023991,"sub-1001",0,0
"360",1.07152,-0.0331528,"sub-1001",0,0
"361",0.666199,-0.0278985,"sub-1001",0,0
"362",2.16581,-0.0789219,"sub-1001",0,0
"363",0.420568,-0.030971,"sub-1001",0,0
"364",1.86325,-0.0139874,"sub-1001",0,0
"365",1.18584,-0.00701596,"sub-1001",0,0
"366",0.451685,-0.0098308,"sub-1001",0,0
"367",0.557265,-0.0129688,"sub-1001",0,0
"368",0.878352,-0.0141939,"sub-1001",0,0
"369",0.671026,-0.0473382,"sub-1001",0,0
"370",0.838162,-0.0416635,"sub-1001",0,0
"371",0.89372,-0.0316869,"sub-1001",0,0
"372",1.35115,-0.0116384,"sub-1001",0,0
"373",0.943047,-0.0281375,"sub-1001",0,0
"374",0.791917,-0.00754113,"sub-1001",0,0
"375",1.34251,-0.0528176,"sub-1001",0,0
"376",2.70969,-0.0574271,"sub-1001",0,0
"377",2.09668,-0.0191878,"sub-1001",0,0
"378",2.09173,-0.0161029,"sub-1001",0,0
"379",1.73725,-0.0213279,"sub-1001",0,0
"380",0.814532,-0.0649113,"sub-1001",0,0
"381",0.646797,-0.0667806,"sub-1001",0,0
"382",1.04121,-0.0715265,"sub-1001",0,0
"383",1.54133,-0.081988,"sub-1001",0,0
"384",0.984247,-0.0674356,"sub-1001",0,0
"385",0.519827,-0.00931141,"sub-1001",0,0
"386",1.62402,-0.0381038,"sub-1001",0,0
"387",1.28052,-0.00804819,"sub-1001",0,0
"388",1.80627,-0.0292563,"sub-1001",0,0
"389",1.98908,-0.0339816,"sub-1001",0,0
"390",1.17012,-0.00927728,"sub-1001",0,0
"391",0.908149,-0.0135668,"sub-1001",0,0
"392",0.423841,-0.0189494,"sub-1001",0,0
"393",0.635402,-0.022416,"sub-1001",0,0
"394",0.535743,-0.00989811,"sub-1001",0,0
"395",0.694254,-0.0161231,"sub-1001",0,0
"396",1.18401,0.00346821,"sub-1001",0,0
"397",1.65978,-0.00714941,"sub-1001",0,0
"398",1.66051,-0.0248317,"sub-1001",0,0
"399",0.466377,-0.0139493,"sub-1001",0,0
"400",1.69719,-0.0229251,"sub-1001",0,0
"401",0.878958,-0.0217736,"sub-1001",0,0
"402",0.727389,-0.0375441,"sub-1001",0,0
"403",0.522313,-0.0588389,"sub-1001",0,0
"404",0.543487,-0.0613514,"sub-1001",0,0
"405",1.10913,-0.00127895,"sub-1001",0,0
"406",1.5906,0.0128293,"sub-1001",0,0
"407",1.22745,-0.0122611,"sub-1001",0,0
"408",1.03517,-0.00555606,"sub-1001",0,0
"409",1.12815,-0.0395166,"sub-1001",0,0
"410",0.322589,-0.0513866,"sub-1001",0,0
"411",0.394796,-0.041307,"sub-1001",0,0
"412",1.59829,-0.0432202,"sub-1001",0,0
"413",1.42763,0.000472723,"sub-1001",0,0
"414",1.47763,-0.0253726,"sub-1001",0,0
"415",1.32649,-0.0172803,"sub-1001",0,0
"416",1.48576,-0.0199761,"sub-1001",0,0
"417",1.60449,-0.00933127,"sub-1001",0,0
"418",2.42022,-0.0313653,"sub-1001",0,0
"419",0.66115,-0.00497591,"sub-1001",0,0
"420",1.59515,-0.0038506,"sub-1001",0,0
"421",0.889715,0.00255693,"sub-1001",0,0
"422",0.792789,-0.00451777,"sub-1001",0,0
"423",1.54787,-0.00420289,"sub-1001",0,0
"424",0.803967,-0.020733,"sub-1001",0,0
"425",0.741047,-0.00960171,"sub-1001",0,0
"426",1.91958,-0.0298255,"sub-1001",0,0
"427",1.31514,-0.0468961,"sub-1001",0,0
"428",1.25766,-0.0163689,"sub-1001",0,0
"429",1.45309,-0.0192664,"sub-1001",0,0
"430",1.00916,-0.0340921,"sub-1001",0,0
"431",0.721424,-0.0390841,"sub-1001",0,0
"432",1.33061,-0.0325703,"sub-1001",0,0
"433",1.15632,-0.0774534,"sub-1001",0,0
"434",1.11989,-0.0799466,"sub-1001",0,0
"435",0.49919,-0.104781,"sub-1001",0,0
"436",0.766866,-0.0950519,"sub-1001",0,0
"437",1.13259,-0.0333411,"sub-1001",0,0
"438",0.403448,-0.0299983,"sub-1001",0,0
"439",0.895253,-0.0224236,"sub-1001",0,0
"440",1.39815,-0.0600268,"sub-1001",0,0
"441",1.0453,-0.0195885,"sub-1001",0,0
"442",0.615642,-0.00198781,"sub-1001",0,0
"443",0.968576,-0.0176655,"sub-1001",0,0
"444",1.53462,-0.0283744,"sub-1001",0,0
"445",0.743579,0.00113168,"sub-1001",0,0
"446",0.812208,-0.0155209,"sub-1001",0,0
"447",1.761,-0.00124159,"sub-1001",0,0
"448",0.963616,-0.00303848,"sub-1001",0,0
"449",2.08162,-0.0330331,"sub-1001",0,0
"450",2.10429,-0.031791,"sub-1001",0,0
"451",1.08723,-0.00196462,"sub-1001",0,0
"452",2.10415,-0.0119856,"sub-1001",0,0
"453",1.68633,-0.0177409,"sub-1001",0,0
"454",1.823,-0.0156184,"sub-1001",0,0
"455",1.23418,-0.0160218,"sub-1001",0,0
"456",0.555927,-0.0144347,"sub-1001",0,0
"457",0.538809,-0.0101531,"sub-1001",0,0
"458",0.894677,-0.0204209,"sub-1001",0,0
"459",1.01388,-0.0353397,"sub-1001",0,0
"460",1.69736,-0.0193636,"sub-1001",0,0
"461",1.06922,-0.00450456,"sub-1001",0,0
"462",1.39003,-0.0275762,"sub-1001",0,0
"463",1.30947,-0.02475,"sub-1001",0,0
"464",1.61121,-0.0365497,"sub-1001",0,0
"465",1.62513,-0.027773,"sub-1001",0,0
"466",1.92593,-0.0873595,"sub-1001",0,0
"467",0.493656,0.00291294,"sub-1001",0,0
"468",2.35409,-0.0148022,"sub-1001",0,0
"469",2.19477,-0.016601,"sub-1001",0,0
"470",1.09528,-0.01482,"sub-1001",0,0
"471",0.793535,-0.00137297,"sub-1001",0,0
"472",0.803142,-0.0245228,"sub-1001",0,0
"473",1.18723,-0.0316296,"sub-1001",0,0
"474",2.58157,-0.0867988,"sub-1001",0,0
"475",1.1803,-0.0322833,"sub-1001",0,0
"476",1.20904,-0.0398548,"sub-1001",0,0
"477",0.860403,-0.0421344,"sub-1001",0,0
"478",0.466194,-0.0655035,"sub-1001",0,0
"479",0.83453,-0.0280494,"sub-1001",0,0
"480",1.04406,-0.021325,"sub-1001",0,0
"481",1.62711,-0.0324935,"sub-1001",0,0
"482",0.588854,-0.0115543,"sub-1001",0,0
"483",1.22245,-0.00658242,"sub-1001",0,0
"484",0.551712,-0.0137752,"sub-1001",0,0
"485",1.0838,-0.012314,"sub-1001",0,0
"486",0.457056,-0.040982,"sub-1001",0,0
"487",1.61548,-0.0293641,"sub-1001",0,0
"488",0.613283,-0.0235579,"sub-1001",0,0
"489",0.829571,-0.02755,"sub-1001",0,0
"490",1.02298,-0.0233967,"sub-1001",0,0
"491",1.48621,-0.0295301,"sub-1001",0,0
"492",0.926373,-0.0246243,"sub-1001",0,0
"493",1.49756,-0.0138997,"sub-1001",0,0
"494",0.718945,-0.0233643,"sub-1001",0,0
"495",1.22327,-0.0141531,"sub-1001",0,0
"496",2.20384,-0.0554436,"sub-1001",0,0
"497",0.639368,-0.028843,"sub-1001",0,0
"498",2.58387,-0.0529888,"sub-1001",0,0
"499",2.25841,-0.038907,"sub-1001",0,0
"500",2.19268,-0.0213441,"sub-1001",0,0
"501",0.862679,-0.0544753,"sub-1001",0,0
"502",0.842728,-0.0558236,"sub-1001",0,0
"503",0.300425,-0.0577307,"sub-1001",0,0
"504",0.844788,-0.0561613,"sub-1001",0,0
"505",0.590164,-0.0451025,"sub-1001",0,0
"506",1.35065,-0.0943104,"sub-1001",0,0
"507",1.26136,-0.0814791,"sub-1001",0,0
"508",0.857688,-0.0344403,"sub-1001",0,0
"509",1.75842,-0.0339213,"sub-1001",0,0
"510",0.423582,-0.0174671,"sub-1001",0,0
"511",2.49472,-0.0293272,"sub-1001",0,0
"512",1.4945,-0.0406418,"sub-1001",0,0
"513",1.07705,-0.0216037,"sub-1001",0,0
"514",0.459613,-0.0395313,"sub-1001",0,0
"515",1.07152,0.0026052,"sub-1001",0,0
"516",0.767817,-0.0547983,"sub-1001",0,0
"517",0.386937,-0.0460331,"sub-1001",0,0
"518",1.61488,-0.0341729,"sub-1001",0,0
"519",1.83772,-0.0272648,"sub-1001",0,0
"520",1.91814,-0.0255255,"sub-1001",0,0
"521",0.971002,-0.042515,"sub-1001",0,0
"522",0.875344,-0.0259326,"sub-1001",0,0
"523",0.878768,-0.0287938,"sub-1001",0,0
"524",0.488998,-0.0462565,"sub-1001",0,0
"525",0.601628,-0.0469036,"sub-1001",0,0
"526",0.889211,-0.0522206,"sub-1001",0,0
"527",0.681296,-0.0514722,"sub-1001",0,0
"528",1.38631,-0.035837,"sub-1001",0,0
"529",1.40144,-0.0309442,"sub-1001",0,0
"530",1.47313,-0.0264034,"sub-1001",0,0
"531",2.06154,-0.0351239,"sub-1001",0,0
"532",3.59778,-0.0228694,"sub-1001",0,0
"533",1.1287,-0.0339725,"sub-1001",0,0
"534",0.445921,-0.0229049,"sub-1001",0,0
"535",1.35336,-0.00724444,"sub-1001",0,0
"536",0.843987,-0.021977,"sub-1001",0,0
"537",0.423679,-0.023858,"sub-1001",0,0
"538",0.997821,-0.0188038,"sub-1001",0,0
