"subject","group","age","gender","even_sub","language","trial","temp_cond","condition","tmax_temp","tmin_temp","TC","tempResp","PHS","tempRT","vasRating","catch","duration"
"sub-1010",1,31,"M",TRUE,2,42,3,6,47.3,26,42.6,1,0,0.401093,4.16666666666667,0,1.5
"sub-1010",1,31,"M",TRUE,2,43,3,6,47.3,24.3,46,1,0,0.3548213,36.1979166666667,0,1.5
"sub-1010",1,31,"M",TRUE,2,44,3,6,47.3,25,44.6,0,1,0.4434683,15.1041666666667,0,1.5
"sub-1010",1,31,"M",TRUE,2,45,3,6,47.3,28.7,37.2,1,0,0.3068124,66.5364583333333,0,1.5
"sub-1010",1,31,"M",TRUE,2,46,3,6,47.3,26.4,41.8,1,0,0.4490854,0,0,1.5
"sub-1010",1,31,"M",TRUE,2,47,3,6,47.3,26.7,41.2,1,0,0.3027066,75,0,1.5
"sub-1010",1,31,"M",TRUE,2,48,3,6,47.3,32,30.6,0,1,0.4026287,85.9375,1,1.5
"sub-1010",1,31,"M",TRUE,2,49,4,7,48.8,32,33.6,0,1,0.3425642,27.34375,1,1e-04
"sub-1010",1,31,"M",TRUE,2,50,4,7,48.8,25.2,47.2,1,0,0.372996,1.30208333333333,0,1e-04
"sub-1010",1,31,"M",TRUE,2,51,4,7,48.8,24.5,48.6,1,0,0.5840415,0,0,1e-04
"sub-1010",1,31,"M",TRUE,2,52,4,7,48.8,24.1,49.4,1,0,0.4082092,5.98958333333333,0,1e-04
"sub-1010",1,31,"M",TRUE,2,53,4,7,48.8,25.8,46,1,0,0.4037269,98.3072916666667,0,1e-04
"sub-1010",1,31,"M",TRUE,2,54,4,7,48.8,27.8,42,1,0,0.4895118,59.6354166666667,0,1e-04
"sub-1010",1,31,"M",TRUE,2,55,4,7,48.8,25.6,46.4,1,0,1.9063469,49.609375,0,1e-04
"sub-1010",1,31,"M",TRUE,2,56,4,7,48.8,23.9,49.8,0,1,0.4785548,0,0,1e-04
"sub-1010",1,31,"M",TRUE,2,57,4,8,48.8,31.8,34,0,1,0.9135926,9.50520833333333,1,1.5
"sub-1010",1,31,"M",TRUE,2,58,4,8,48.8,26.8,44,0,1,0.3401324,80.078125,0,1.5
"sub-1010",1,31,"M",TRUE,2,59,4,8,48.8,27.1,43.4,1,0,0.3752377,73.5677083333333,0,1.5
"sub-1010",1,31,"M",TRUE,2,60,4,8,48.8,27.1,43.4,0,1,0.3301541,83.984375,0,1.5
"sub-1010",1,31,"M",TRUE,2,61,4,8,48.8,26.1,45.4,0,1,0.4520841,84.375,0,1.5
"sub-1010",1,31,"M",TRUE,2,62,4,8,48.8,27.6,42.4,0,1,0.4463333,80.3385416666667,0,1.5
"sub-1010",1,31,"M",TRUE,2,63,4,8,48.8,24.8,48,1,0,0.5917196,9.11458333333333,0,1.5
"sub-1010",1,31,"M",TRUE,2,64,4,8,48.8,28.9,39.8,1,0,0.2812547,65.8854166666667,0,1.5
"sub-1011",1,24,"F",FALSE,2,1,1,1,36.1,24.9,22.4,1,0,1.4738303,10.546875,0,1e-04
"sub-1011",1,24,"F",FALSE,2,2,1,1,36.1,31.8,8.6,0,1,0.6726433,68.0989583333333,1,1e-04
"sub-1011",1,24,"F",FALSE,2,3,1,1,36.1,27.6,17,1,0,0.6481186,26.8229166666667,0,1e-04
"sub-1011",1,24,"F",FALSE,2,4,1,1,36.1,27.5,17.2,1,0,0.817103,79.296875,0,1e-04
"sub-1011",1,24,"F",FALSE,2,5,1,1,36.1,25.8,20.6,0,1,0.5494494,99.7395833333333,0,1e-04
"sub-1011",1,24,"F",FALSE,2,6,1,1,36.1,25.4,21.4,0,1,0.5283802,35.4166666666667,0,1e-04
"sub-1011",1,24,"F",FALSE,2,7,1,1,36.1,26.5,19.2,1,0,0.7614843,3.125,0,1e-04
"sub-1011",1,24,"F",FALSE,2,8,1,1,36.1,27,18.2,1,0,0.653014,50.2604166666667,0,1e-04
"sub-1011",1,24,"F",FALSE,2,9,1,2,36.1,31.8,8.6,0,1,0.4821595,90.234375,1,1.5
"sub-1011",1,24,"F",FALSE,2,10,1,2,36.1,27.9,16.4,1,0,0.568735,70.9635416666667,0,1.5
"sub-1011",1,24,"F",FALSE,2,11,1,2,36.1,26.2,19.8,0,1,0.6642315,60.9375,0,1.5
"sub-1011",1,24,"F",FALSE,2,12,1,2,36.1,26.2,19.8,0,1,2.4221531,17.4479166666667,0,1.5
"sub-1011",1,24,"F",FALSE,2,13,1,2,36.1,27.6,17,0,1,0.5450098,37.6302083333333,0,1.5
"sub-1011",1,24,"F",FALSE,2,14,1,2,36.1,26.4,19.4,0,1,0.6836993,72.65625,0,1.5
"sub-1011",1,24,"F",FALSE,2,15,1,2,36.1,27.5,17.2,1,0,0.5838509,30.9895833333333,0,1.5
"sub-1011",1,24,"F",FALSE,2,16,1,2,36.1,25.5,21.2,0,1,1.0628282,0,0,1.5
"sub-1011",1,24,"F",FALSE,2,17,2,3,37.4,31.8,11.2,0,1,0.3893538,100,1,1e-04
"sub-1011",1,24,"F",FALSE,2,18,2,3,37.4,27.4,20,1,0,0.5901035,72.5260416666667,0,1e-04
"sub-1011",1,24,"F",FALSE,2,19,2,3,37.4,28.8,17.2,1,0,0.5171433,80.7291666666667,0,1e-04
"sub-1011",1,24,"F",FALSE,2,20,2,3,37.4,27.8,19.2,1,0,1.9645765,7.94270833333333,0,1e-04
"sub-1011",1,24,"F",FALSE,2,21,2,3,37.4,26.2,22.4,0,1,0.5528878,90.3645833333333,0,1e-04
"sub-1011",1,24,"F",FALSE,2,22,2,3,37.4,26.2,22.4,0,1,0.5397112,29.9479166666667,0,1e-04
"sub-1011",1,24,"F",FALSE,2,23,2,3,37.4,26.9,21,0,1,3.6521146,30.9895833333333,0,1e-04
"sub-1011",1,24,"F",FALSE,2,24,2,3,37.4,26.4,22,0,1,0.6185803,91.40625,0,1e-04
"sub-1011",1,24,"F",FALSE,2,25,2,4,37.4,27.6,19.6,0,1,0.2941162,82.5520833333333,0,1.5
"sub-1011",1,24,"F",FALSE,2,26,2,4,37.4,27.4,20,1,0,0.4961721,69.921875,0,1.5
"sub-1011",1,24,"F",FALSE,2,27,2,4,37.4,26.8,21.2,1,0,4.0917987,31.3802083333333,0,1.5
"sub-1011",1,24,"F",FALSE,2,28,2,4,37.4,28.1,18.6,1,0,0.5184598,84.375,0,1.5
"sub-1011",1,24,"F",FALSE,2,29,2,4,37.4,28.7,17.4,1,0,0.4722815,81.640625,0,1.5
"sub-1011",1,24,"F",FALSE,2,30,2,4,37.4,27.3,20.2,1,0,0.4774381,100,0,1.5
"sub-1011",1,24,"F",FALSE,2,31,2,4,37.4,28.9,17,1,0,0.8809262,86.0677083333333,0,1.5
"sub-1011",1,24,"F",FALSE,2,32,2,4,37.4,31.8,11.2,0,1,0.6894699,100,1,1.5
"sub-1011",1,24,"F",FALSE,2,33,3,5,45.3,25,40.6,1,0,1.6516169,0,0,1e-04
"sub-1011",1,24,"F",FALSE,2,34,3,5,45.3,27,36.6,1,0,0.8866371,12.6302083333333,0,1e-04
"sub-1011",1,24,"F",FALSE,2,35,3,5,45.3,24.7,41.2,0,1,0.5562082,77.2135416666667,0,1e-04
"sub-1011",1,24,"F",FALSE,2,36,3,5,45.3,31.8,27,0,1,0.5165285,100,1,1e-04
"sub-1011",1,24,"F",FALSE,2,37,3,5,45.3,27.3,36,1,0,0.5292801,100,0,1e-04
"sub-1011",1,24,"F",FALSE,2,38,3,5,45.3,26.2,38.2,1,0,0.8249333,22.0052083333333,0,1e-04
"sub-1011",1,24,"F",FALSE,2,39,3,5,45.3,27.9,34.8,1,0,0.5484698,100,0,1e-04
"sub-1011",1,24,"F",FALSE,2,40,3,5,45.3,26.8,37,0,1,1.1160915,9.765625,0,1e-04
"sub-1011",1,24,"F",FALSE,2,41,3,6,45.3,26.3,38,0,1,0.5525461,94.4010416666667,0,1.5
"sub-1011",1,24,"F",FALSE,2,42,3,6,45.3,31.8,27,0,1,0.4066529,81.9010416666667,1,1.5
"sub-1011",1,24,"F",FALSE,2,43,3,6,45.3,28,34.6,1,0,0.5468809,89.7135416666667,0,1.5
"sub-1011",1,24,"F",FALSE,2,44,3,6,45.3,28.4,33.8,1,0,0.7289034,15.3645833333333,0,1.5
"sub-1011",1,24,"F",FALSE,2,45,3,6,45.3,27.6,35.4,1,0,0.4892977,100,0,1.5
"sub-1011",1,24,"F",FALSE,2,46,3,6,45.3,29.1,32.4,1,0,0.3822483,100,0,1.5
"sub-1011",1,24,"F",FALSE,2,47,3,6,45.3,28.8,33,1,0,0.4377567,100,0,1.5
"sub-1011",1,24,"F",FALSE,2,48,3,6,45.3,28.1,34.4,0,1,0.3348034,100,0,1.5
"sub-1011",1,24,"F",FALSE,2,49,4,7,46.7,27.3,38.8,1,0,0.4791415,89.453125,0,1e-04
"sub-1011",1,24,"F",FALSE,2,50,4,7,46.7,27.7,38,0,1,0.351364,100,0,1e-04
"sub-1011",1,24,"F",FALSE,2,51,4,7,46.7,27.1,39.2,1,0,0.5415433,12.3697916666667,0,1e-04
"sub-1011",1,24,"F",FALSE,2,52,4,7,46.7,28.7,36,0,1,0.3107774,79.6875,0,1e-04
"sub-1011",1,24,"F",FALSE,2,53,4,7,46.7,26.9,39.6,0,1,0.5187417,100,0,1e-04
"sub-1011",1,24,"F",FALSE,2,54,4,7,46.7,27.7,38,0,1,0.3231238,100,0,1e-04
"sub-1011",1,24,"F",FALSE,2,55,4,7,46.7,27.5,38.4,0,1,0.7106474,100,0,1e-04
"sub-1011",1,24,"F",FALSE,2,56,4,7,46.7,31.9,29.6,0,1,0.4839881,15.234375,1,1e-04
"sub-1011",1,24,"F",FALSE,2,57,4,8,46.7,26.8,39.8,0,1,0.3914704,100,0,1.5
"sub-1011",1,24,"F",FALSE,2,58,4,8,46.7,27.2,39,0,1,0.7966653,12.890625,0,1.5
"sub-1011",1,24,"F",FALSE,2,59,4,8,46.7,26.6,40.2,1,0,0.7690914,32.2916666666667,0,1.5
"sub-1011",1,24,"F",FALSE,2,60,4,8,46.7,26.2,41,1,0,0.6314493,81.9010416666667,0,1.5
"sub-1011",1,24,"F",FALSE,2,61,4,8,46.7,31.8,29.8,0,1,0.3028639,100,1,1.5
"sub-1011",1,24,"F",FALSE,2,62,4,8,46.7,28.2,37,1,0,0.2702337,70.1822916666667,0,1.5
"sub-1011",1,24,"F",FALSE,2,63,4,8,46.7,29,35.4,1,0,0.353735,100,0,1.5
"sub-1011",1,24,"F",FALSE,2,64,4,8,46.7,27.8,37.8,1,0,0.3356982,100,0,1.5
"sub-1012",1,26,"M",TRUE,2,2,1,1,34.9,30.2,9.4,1,0,0.4126892,79.9479166666667,0,1e-04
"sub-1012",1,26,"M",TRUE,2,3,1,1,34.9,30.7,8.4,1,0,0.2836768,NA,0,1e-04
"sub-1012",1,26,"M",TRUE,2,4,1,1,34.9,32,5.8,0,1,0.5593028,91.5364583333333,1,1e-04
"sub-1012",1,26,"M",TRUE,2,5,1,1,34.9,30.8,8.2,1,0,0.2681529,89.1927083333333,0,1e-04
"sub-1012",1,26,"M",TRUE,2,6,1,1,34.9,30.9,8,1,0,0.2870307,93.2291666666667,0,1e-04
"sub-1012",1,26,"M",TRUE,2,7,1,1,34.9,30.2,9.4,1,0,0.2522231,97.65625,0,1e-04
"sub-1012",1,26,"M",TRUE,2,8,1,1,34.9,31.1,7.59999999999999,1,0,0.3846127,100,0,1e-04
"sub-1012",1,26,"M",TRUE,2,11,1,2,34.9,29.4,11,1,0,0.2746794,97.5260416666667,0,1.5
"sub-1012",1,26,"M",TRUE,2,15,1,2,34.9,28.7,12.4,1,0,0.3984641,95.4427083333333,0,1.5
"sub-1012",1,26,"M",TRUE,2,16,1,2,34.9,31.3,7.2,0,1,2.3544488,0,0,1.5
"sub-1012",1,26,"M",TRUE,2,19,2,3,37.7,29,17.4,1,0,0.2773114,93.75,0,1e-04
"sub-1012",1,26,"M",TRUE,2,20,2,3,37.7,30.2,15,1,0,0.2600588,7.94270833333333,0,1e-04
"sub-1012",1,26,"M",TRUE,2,21,2,3,37.7,29.6,16.2,1,0,2.9848634,15.1041666666667,0,1e-04
"sub-1012",1,26,"M",TRUE,2,22,2,3,37.7,26.3,22.8,1,0,0.6573203,96.09375,0,1e-04
"sub-1012",1,26,"M",TRUE,2,23,2,3,37.7,28.7,18,1,0,0.3361359,80.859375,0,1e-04
"sub-1012",1,26,"M",TRUE,2,27,2,4,37.7,28.9,17.6,1,0,0.2955591,80.46875,0,1.5
"sub-1012",1,26,"M",TRUE,2,28,2,4,37.7,28.3,18.8,1,0,0.2531333,71.484375,0,1.5
"sub-1012",1,26,"M",TRUE,2,29,2,4,37.7,26.8,21.8,1,0,0.2502583,91.2760416666667,0,1.5
"sub-1012",1,26,"M",TRUE,2,30,2,4,37.7,31.8,11.8,0,1,0.2899656,88.8020833333333,1,1.5
"sub-1012",1,26,"M",TRUE,2,31,2,4,37.7,28.3,18.8,1,0,0.3035655,78.7760416666667,0,1.5
"sub-1012",1,26,"M",TRUE,2,33,3,5,46.1,24.6,43,0,1,0.4359226,16.015625,0,1e-04
"sub-1012",1,26,"M",TRUE,2,34,3,5,46.1,26.7,38.8,1,0,0.5766468,21.484375,0,1e-04
"sub-1012",1,26,"M",TRUE,2,35,3,5,46.1,25.2,41.8,0,1,0.4263627,42.1875,0,1e-04
"sub-1012",1,26,"M",TRUE,2,36,3,5,46.1,23.9,44.4,1,0,0.4002175,33.203125,0,1e-04
"sub-1012",1,26,"M",TRUE,2,37,3,5,46.1,31.8,28.6,0,1,0.2887327,95.1822916666667,1,1e-04
"sub-1012",1,26,"M",TRUE,2,38,3,5,46.1,24.5,43.2,1,0,0.6088511,30.9895833333333,0,1e-04
"sub-1012",1,26,"M",TRUE,2,39,3,5,46.1,26.6,39,1,0,0.2878638,55.9895833333333,0,1e-04
"sub-1012",1,26,"M",TRUE,2,41,3,6,46.1,25.6,41,1,0,1.2333727,26.5625,0,1.5
"sub-1012",1,26,"M",TRUE,2,42,3,6,46.1,26.7,38.8,1,0,0.3099409,57.03125,0,1.5
"sub-1012",1,26,"M",TRUE,2,43,3,6,46.1,25.7,40.8,0,1,0.3129673,NA,0,1.5
"sub-1012",1,26,"M",TRUE,2,44,3,6,46.1,26.5,39.2,1,0,0.3298968,67.0572916666667,0,1.5
"sub-1012",1,26,"M",TRUE,2,45,3,6,46.1,27.6,37,1,0,0.2724064,74.8697916666667,0,1.5
"sub-1012",1,26,"M",TRUE,2,46,3,6,46.1,24.9,42.4,0,1,0.3046376,78.125,0,1.5
"sub-1012",1,26,"M",TRUE,2,47,3,6,46.1,27.6,37,1,0,0.3301518,28.3854166666667,0,1.5
"sub-1012",1,26,"M",TRUE,2,48,3,6,46.1,31.9,28.4,0,1,0.4073366,99.21875,1,1.5
"sub-1012",1,26,"M",TRUE,2,49,4,7,48.4,31.8,33.2,0,1,0.3790754,94.140625,1,1e-04
"sub-1012",1,26,"M",TRUE,2,50,4,7,48.4,25.3,46.2,1,0,0.3276944,69.921875,0,1e-04
"sub-1012",1,26,"M",TRUE,2,51,4,7,48.4,26.3,44.2,1,0,0.3303921,67.1875,0,1e-04
"sub-1012",1,26,"M",TRUE,2,52,4,7,48.4,26.2,44.4,1,0,0.2812298,68.8802083333333,0,1e-04
"sub-1012",1,26,"M",TRUE,2,53,4,7,48.4,25.2,46.4,0,1,0.416004,62.2395833333333,0,1e-04
"sub-1012",1,26,"M",TRUE,2,54,4,7,48.4,25.1,46.6,0,1,0.4328238,76.3020833333333,0,1e-04
"sub-1012",1,26,"M",TRUE,2,55,4,7,48.4,26.4,44,1,0,0.3318902,92.1875,0,1e-04
"sub-1012",1,26,"M",TRUE,2,57,4,8,48.4,22.2,52.4,0,1,1.165186,4.6875,0,1.5
"sub-1012",1,26,"M",TRUE,2,58,4,8,48.4,31.6,33.6,1,0,1.1541047,13.4114583333333,0,1.5
"sub-1012",1,26,"M",TRUE,2,59,4,8,48.4,29.5,37.8,1,0,0.4537483,88.5416666666667,0,1.5
"sub-1012",1,26,"M",TRUE,2,60,4,8,48.4,24.9,47,0,1,0.2912914,9.765625,0,1.5
"sub-1012",1,26,"M",TRUE,2,61,4,8,48.4,24.8,47.2,1,0,0.4846926,11.0677083333333,0,1.5
"sub-1012",1,26,"M",TRUE,2,62,4,8,48.4,25.1,46.6,0,1,0.2799161,9.63541666666667,0,1.5
"sub-1012",1,26,"M",TRUE,2,63,4,8,48.4,25.7,45.4,0,1,0.3815991,54.5572916666667,0,1.5
"sub-1012",1,26,"M",TRUE,2,64,4,8,48.4,31.9,33,0,1,0.3644146,100,1,1.5
"sub-1013",1,23,"F",FALSE,2,1,1,1,33,29.5,7,1,0,0.899419,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,2,1,1,33,29.9,6.2,1,0,0.9192946,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,3,1,1,33,30.2,5.6,1,0,0.7126582,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,4,1,1,33,30.1,5.8,1,0,0.8684282,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,5,1,1,33,31.9,2.2,0,1,0.7962345,100,1,1e-04
"sub-1013",1,23,"F",FALSE,2,6,1,1,33,29.8,6.4,1,0,0.5446866,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,7,1,1,33,28.3,9.4,1,0,0.5408038,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,8,1,1,33,28.9,8.2,1,0,0.7188224,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,9,1,2,33,29.4,7.2,1,0,0.621275,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,10,1,2,33,30,6,1,0,0.8015288,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,11,1,2,33,30,6,1,0,0.6775116,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,12,1,2,33,30.5,5,1,0,0.5654463,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,13,1,2,33,29.9,6.2,1,0,0.5872394,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,14,1,2,33,31.9,2.2,0,1,0.6942653,100,1,1.5
"sub-1013",1,23,"F",FALSE,2,15,1,2,33,30.1,5.8,1,0,0.5815391,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,16,1,2,33,29.3,7.4,1,0,0.6147749,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,17,2,3,36.6,27.4,18.4,1,0,0.8634929,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,18,2,3,36.6,29.6,14,1,0,0.5568776,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,19,2,3,36.6,29.6,14,1,0,0.5756891,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,20,2,3,36.6,30.3,12.6,1,0,0.4589582,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,21,2,3,36.6,29.8,13.6,1,0,0.873155,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,22,2,3,36.6,29.1,15,1,0,0.5126573,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,23,2,3,36.6,29.9,13.4,1,0,0.4102928,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,24,2,3,36.6,31.8,9.6,1,0,2.2902934,100,1,1e-04
"sub-1013",1,23,"F",FALSE,2,25,2,4,36.6,29.5,14.2,1,0,0.9381341,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,26,2,4,36.6,30,13.2,1,0,0.5616314,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,27,2,4,36.6,30.2,12.8,1,0,0.5138881,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,28,2,4,36.6,28.8,15.6,1,0,0.5314222,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,29,2,4,36.6,30.5,12.2,1,0,0.4329858,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,30,2,4,36.6,29.6,14,1,0,0.5330428,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,31,2,4,36.6,31.9,9.40000000000001,1,0,4.2245445,13.1510416666667,1,1.5
"sub-1013",1,23,"F",FALSE,2,32,2,4,36.6,28.4,16.4,1,0,0.4311919,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,33,3,5,45.2,29.8,30.8,1,0,0.4133819,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,34,3,5,45.2,31.8,26.8,0,1,1.2673527,90.234375,1,1e-04
"sub-1013",1,23,"F",FALSE,2,35,3,5,45.2,28.7,33,1,0,0.5307282,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,36,3,5,45.2,28.8,32.8,1,0,0.4103216,30.9895833333333,0,1e-04
"sub-1013",1,23,"F",FALSE,2,37,3,5,45.2,31.4,27.6,1,0,6.367553,0,0,1e-04
"sub-1013",1,23,"F",FALSE,2,38,3,5,45.2,29.3,31.8,1,0,0.4259188,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,39,3,5,45.2,29.2,32,1,0,0.3500327,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,40,3,5,45.2,28.3,33.8,1,0,0.4047556,100,0,1e-04
"sub-1013",1,23,"F",FALSE,2,41,3,6,45.2,29.5,31.4,1,0,0.8237881,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,42,3,6,45.2,29.9,30.6,1,0,0.686436,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,43,3,6,45.2,31.9,26.6,0,1,0.9905661,93.75,1,1.5
"sub-1013",1,23,"F",FALSE,2,44,3,6,45.2,28.2,34,0,1,0.6738391,92.1875,0,1.5
"sub-1013",1,23,"F",FALSE,2,45,3,6,45.2,27.9,34.6,1,0,2.8079977,12.3697916666667,0,1.5
"sub-1013",1,23,"F",FALSE,2,46,3,6,45.2,26.8,36.8,1,0,0.5801866,77.9947916666667,0,1.5
"sub-1013",1,23,"F",FALSE,2,47,3,6,45.2,24.8,40.8,1,0,0.9989277,52.8645833333333,0,1.5
"sub-1013",1,23,"F",FALSE,2,48,3,6,45.2,22.4,45.6,0,1,1.3872929,54.0364583333333,0,1.5
"sub-1013",1,23,"F",FALSE,2,49,4,7,47.8,26.7,42.2,1,0,0.4749237,96.875,0,1e-04
"sub-1013",1,23,"F",FALSE,2,50,4,7,47.8,27.2,41.2,1,0,0.8042552,92.1875,0,1e-04
"sub-1013",1,23,"F",FALSE,2,51,4,7,47.8,20.8,54,1,0,0.9981151,78.515625,0,1e-04
"sub-1013",1,23,"F",FALSE,2,52,4,7,47.8,29.4,36.8,1,0,0.364646,99.4791666666667,0,1e-04
"sub-1013",1,23,"F",FALSE,2,53,4,7,47.8,28.9,37.8,1,0,0.5159753,98.6979166666667,0,1e-04
"sub-1013",1,23,"F",FALSE,2,54,4,7,47.8,31.8,32,0,1,0.7343216,88.9322916666667,1,1e-04
"sub-1013",1,23,"F",FALSE,2,55,4,7,47.8,27.5,40.6,1,0,0.5299756,94.7916666666667,0,1e-04
"sub-1013",1,23,"F",FALSE,2,56,4,7,47.8,29.8,36,1,0,0.52432,94.53125,0,1e-04
"sub-1013",1,23,"F",FALSE,2,57,4,8,47.8,31.8,32,0,1,1.6160577,100,1,1.5
"sub-1013",1,23,"F",FALSE,2,58,4,8,47.8,27,41.6,1,0,0.43075,16.40625,0,1.5
"sub-1013",1,23,"F",FALSE,2,59,4,8,47.8,30.3,35,1,0,0.4559123,86.8489583333333,0,1.5
"sub-1013",1,23,"F",FALSE,2,60,4,8,47.8,27.6,40.4,1,0,0.7908996,93.4895833333333,0,1.5
"sub-1013",1,23,"F",FALSE,2,61,4,8,47.8,28.3,39,1,0,0.50635,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,62,4,8,47.8,30.3,35,1,0,0.5958728,100,0,1.5
"sub-1013",1,23,"F",FALSE,2,63,4,8,47.8,28.6,38.4,1,0,2.1043389,19.921875,0,1.5
"sub-1013",1,23,"F",FALSE,2,64,4,8,47.8,24.6,46.4,0,1,2.2870915,91.796875,0,1.5
"sub-1014",1,23,"F",TRUE,1,1,1,1,37.1,28.2,17.8,1,0,0.8920532,62.2395833333333,0,1e-04
"sub-1014",1,23,"F",TRUE,1,2,1,1,37.1,29.7,14.8,1,0,0.5857064,NA,0,1e-04
"sub-1014",1,23,"F",TRUE,1,3,1,1,37.1,29.9,14.4,1,0,0.7222587,67.4479166666667,0,1e-04
"sub-1014",1,23,"F",TRUE,1,4,1,1,37.1,30.5,13.2,1,0,0.659675,73.3072916666667,0,1e-04
"sub-1014",1,23,"F",TRUE,1,5,1,1,37.1,28.2,17.8,1,0,0.6404984,44.6614583333333,0,1e-04
"sub-1014",1,23,"F",TRUE,1,6,1,1,37.1,28,18.2,1,0,0.5391978,77.8645833333333,0,1e-04
"sub-1014",1,23,"F",TRUE,1,7,1,1,37.1,28.3,17.6,1,0,0.6934406,82.2916666666667,0,1e-04
"sub-1014",1,23,"F",TRUE,1,8,1,1,37.1,31.8,10.6,0,1,1.7615639,58.59375,1,1e-04
"sub-1014",1,23,"F",TRUE,1,9,1,2,37.1,28.2,17.8,1,0,0.5294502,62.7604166666667,0,1.5
"sub-1014",1,23,"F",TRUE,1,10,1,2,37.1,31.8,10.6,0,1,1.3099927,72.3958333333333,1,1.5
"sub-1014",1,23,"F",TRUE,1,11,1,2,37.1,27.7,18.8,1,0,0.7661893,52.9947916666667,0,1.5
"sub-1014",1,23,"F",TRUE,1,12,1,2,37.1,29.6,15,1,0,0.7208597,70.3125,0,1.5
"sub-1014",1,23,"F",TRUE,1,13,1,2,37.1,28.7,16.8,1,0,0.5869928,86.1979166666667,0,1.5
"sub-1014",1,23,"F",TRUE,1,14,1,2,37.1,30.5,13.2,1,0,0.4209936,86.5885416666667,0,1.5
"sub-1014",1,23,"F",TRUE,1,15,1,2,37.1,27.2,19.8,1,0,0.6200868,63.4114583333333,0,1.5
"sub-1014",1,23,"F",TRUE,1,16,1,2,37.1,29.7,14.8,1,0,1.4016963,NA,0,1.5
"sub-1014",1,23,"F",TRUE,1,17,2,3,41.6,26.1,31,1,0,0.5121578,96.875,0,1e-04
"sub-1014",1,23,"F",TRUE,1,18,2,3,41.6,31.8,19.6,0,1,0.7716955,100,1,1e-04
"sub-1014",1,23,"F",TRUE,1,19,2,3,41.6,29.4,24.4,1,0,0.9756316,64.0625,0,1e-04
"sub-1014",1,23,"F",TRUE,1,20,2,3,41.6,30.6,22,1,0,0.5976276,70.703125,0,1e-04
"sub-1014",1,23,"F",TRUE,1,21,2,3,41.6,26.7,29.8,1,0,0.5491111,75.78125,0,1e-04
"sub-1014",1,23,"F",TRUE,1,22,2,3,41.6,27.5,28.2,1,0,1.6533409,45.1822916666667,0,1e-04
"sub-1014",1,23,"F",TRUE,1,23,2,3,41.6,29.7,23.8,1,0,0.6554314,60.6770833333333,0,1e-04
"sub-1014",1,23,"F",TRUE,1,24,2,3,41.6,27.4,28.4,1,0,0.393985,71.875,0,1e-04
"sub-1014",1,23,"F",TRUE,1,25,2,4,41.6,28.2,26.8,1,0,0.6476948,64.84375,0,1.5
"sub-1014",1,23,"F",TRUE,1,26,2,4,41.6,29.1,25,1,0,2.0898101,36.8489583333333,0,1.5
"sub-1014",1,23,"F",TRUE,1,27,2,4,41.6,28.5,26.2,1,0,0.3085481,64.453125,0,1.5
"sub-1014",1,23,"F",TRUE,1,28,2,4,41.6,29,25.2,1,0,0.3860964,69.53125,0,1.5
"sub-1014",1,23,"F",TRUE,1,29,2,4,41.6,31.8,19.6,0,1,0.8050755,100,1,1.5
"sub-1014",1,23,"F",TRUE,1,30,2,4,41.6,27.2,28.8,0,1,0.6669647,59.6354166666667,0,1.5
"sub-1014",1,23,"F",TRUE,1,31,2,4,41.6,29.2,24.8,0,1,0.7957116,78.125,0,1.5
