hpt_levels	hpt_fit
32.2933	0.05
32.3004	0.05
32.3075	0.05
32.3146	0.05
32.3217	0.05
32.3288	0.05
32.3359	0.05
32.343	0.05
32.3501	0.05
32.3572	0.05
32.3643	0.05
32.3714	0.05
32.3785	0.05
32.3856	0.05
32.3927	0.05
32.3998	0.05
32.4069	0.05
32.414	0.05
32.4211	0.05
32.4282	0.05
32.4353	0.05
32.4424	0.05
32.4495	0.05
32.4566	0.05
32.4637	0.05
32.4708	0.05
32.4779	0.05
32.485	0.05
32.4921	0.05
32.4992	0.05
32.5063	0.05
32.5134	0.05
32.5205	0.05
32.5276	0.05
32.5347	0.05
32.5418	0.05
32.5489	0.05
32.556	0.05
32.5631	0.05
32.5702	0.05
32.5773	0.05
32.5844	0.05
32.5915	0.05
32.5986	0.05
32.6057	0.05
32.6128	0.05
32.6199	0.05
32.627	0.05
32.6341	0.05
32.6412	0.05
32.6483	0.05
32.6554	0.05
32.6625	0.05
32.6696	0.05
32.6767	0.05
32.6838	0.05
32.6909	0.05
32.698	0.05
32.7051	0.05
32.7122	0.05
32.7193	0.05
32.7264	0.05
32.7335	0.05
32.7406	0.05
32.7477	0.05
32.7548	0.05
32.7619	0.05
32.769	0.05
32.7761	0.05
32.7832	0.05
32.7903	0.05
32.7974	0.05
32.8045	0.05
32.8116	0.05
32.8187	0.05
32.8258	0.05
32.8329	0.05
32.84	0.05
32.8471	0.05
32.8542	0.05
32.8613	0.05
32.8684	0.05
32.8755	0.05
32.8826	0.05
32.8897	0.05
32.8968	0.05
32.9039	0.05
32.911	0.05
32.9181	0.05
32.9252	0.05
32.9323	0.05
32.9394	0.05
32.9465	0.05
32.9536	0.05
32.9607	0.05
32.9678	0.05
32.9749	0.05
32.982	0.05
32.9891	0.05
32.9962	0.05
33.0033	0.05
33.0104	0.05
33.0175	0.05
33.0246	0.05
33.0317	0.05
33.0388	0.05
33.0459	0.05
33.053	0.05
33.0601	0.05
33.0672	0.05
33.0743	0.05
33.0814	0.05
33.0885	0.05
33.0956	0.05
33.1027	0.05
33.1098	0.05
33.1169	0.05
33.124	0.05
33.1311	0.05
33.1382	0.05
33.1453	0.05
33.1524	0.05
33.1595	0.05
33.1666	0.05
33.1737	0.05
33.1808	0.05
33.1879	0.05
33.195	0.05
33.2021	0.05
33.2092	0.05
33.2163	0.05
33.2234	0.05
33.2305	0.05
33.2376	0.05
33.2447	0.05
33.2518	0.05
33.2589	0.05
33.266	0.05
33.2731	0.05
33.2802	0.05
33.2873	0.05
33.2944	0.05
33.3015	0.05
33.3086	0.05
33.3157	0.05
33.3228	0.05
33.3299	0.05
33.337	0.05
33.3441	0.05
33.3512	0.05
33.3583	0.05
33.3654	0.05
33.3725	0.05
33.3796	0.05
33.3867	0.05
33.3938	0.05
33.4009	0.05
33.408	0.05
33.4151	0.05
33.4222	0.05
33.4293	0.05
33.4364	0.05
33.4435	0.05
33.4506	0.05
33.4577	0.05
33.4648	0.05
33.4719	0.05
33.479	0.05
33.4861	0.05
33.4932	0.05
33.5003	0.05
33.5074	0.05
33.5145	0.05
33.5216	0.05
33.5287	0.05
33.5358	0.05
33.5429	0.05
33.55	0.05
33.5571	0.05
33.5642	0.05
33.5713	0.05
33.5784	0.05
33.5855	0.05
33.5926	0.05
33.5997	0.05
33.6068	0.05
33.6139	0.05
33.621	0.05
33.6281	0.05
33.6352	0.05
33.6423	0.05
33.6494	0.05
33.6565	0.05
33.6636	0.05
33.6707	0.05
33.6778	0.05
33.6849	0.05
33.692	0.05
33.6991	0.05
33.7062	0.05
33.7133	0.05
33.7204	0.05
33.7275	0.05
33.7346	0.05
33.7417	0.05
33.7488	0.05
33.7559	0.05
33.763	0.05
33.7701	0.05
33.7772	0.05
33.7843	0.05
33.7914	0.05
33.7985	0.05
33.8056	0.05
33.8127	0.05
33.8198	0.05
33.8269	0.05
33.834	0.05
33.8411	0.05
33.8482	0.05
33.8553	0.05
33.8624	0.05
33.8695	0.05
33.8766	0.05
33.8837	0.05
33.8908	0.05
33.8979	0.05
33.905	0.05
33.9121	0.05
33.9192	0.05
33.9263	0.05
33.9334	0.05
33.9405	0.05
33.9476	0.05
33.9547	0.05
33.9618	0.05
33.9689	0.05
33.976	0.05
33.9831	0.05
33.9902	0.05
33.9973	0.05
34.0044	0.05
34.0115	0.05
34.0186	0.05
34.0257	0.05
34.0328	0.05
34.0399	0.05
34.047	0.05
34.0541	0.05
34.0612	0.05
34.0683	0.05
34.0754	0.05
34.0825	0.05
34.0896	0.05
34.0967	0.05
34.1038	0.05
34.1109	0.05
34.118	0.05
34.1251	0.05
34.1322	0.05
34.1393	0.05
34.1464	0.05
34.1535	0.05
34.1606	0.05
34.1677	0.05
34.1748	0.05
34.1819	0.05
34.189	0.05
34.1961	0.05
34.2032	0.05
34.2103	0.05
34.2174	0.05
34.2245	0.05
34.2316	0.05
34.2387	0.05
34.2458	0.05
34.2529	0.05
34.26	0.05
34.2671	0.05
34.2742	0.05
34.2813	0.05
34.2884	0.05
34.2955	0.05
34.3026	0.05
34.3097	0.05
34.3168	0.05
34.3239	0.05
34.331	0.05
34.3381	0.05
34.3452	0.05
34.3523	0.05
34.3594	0.05
34.3665	0.05
34.3736	0.05
34.3807	0.05
34.3878	0.05
34.3949	0.05
34.402	0.05
34.4091	0.05
34.4162	0.05
34.4233	0.05
34.4304	0.05
34.4375	0.05
34.4446	0.05
34.4517	0.05
34.4588	0.05
34.4659	0.05
34.473	0.05
34.4801	0.05
34.4872	0.05
34.4943	0.05
34.5014	0.05
34.5085	0.05
34.5156	0.05
34.5227	0.05
34.5298	0.05
34.5369	0.05
34.544	0.05
34.5511	0.05
34.5582	0.05
34.5653	0.05
34.5724	0.05
34.5795	0.05
34.5866	0.05
34.5937	0.05
34.6008	0.05
34.6079	0.05
34.615	0.05
34.6221	0.05
34.6292	0.05
34.6363	0.05
34.6434	0.05
34.6505	0.05
34.6576	0.05
34.6647	0.05
34.6718	0.05
34.6789	0.05
34.686	0.05
34.6931	0.05
34.7002	0.05
34.7073	0.05
34.7144	0.05
34.7215	0.05
34.7286	0.05
34.7357	0.05
34.7428	0.05
34.7499	0.05
34.757	0.05
34.7641	0.05
34.7712	0.05
34.7783	0.05
34.7854	0.05
34.7925	0.05
34.7996	0.05
34.8067	0.05
34.8138	0.05
34.8209	0.05
34.828	0.05
34.8351	0.05
34.8422	0.05
34.8493	0.05
34.8564	0.05
34.8635	0.05
34.8706	0.05
34.8777	0.05
34.8848	0.05
34.8919	0.05
34.899	0.05
34.9061	0.05
34.9132	0.05
34.9203	0.05
34.9274	0.05
34.9345	0.05
34.9416	0.05
34.9487	0.05
34.9558	0.05
34.9629	0.05
34.97	0.05
34.9771	0.05
34.9842	0.05
34.9913	0.05
34.9984	0.05
35.0055	0.05
35.0126	0.05
35.0197	0.05
35.0268	0.05
35.0339	0.05
35.041	0.05
35.0481	0.05
35.0552	0.05
35.0623	0.05
35.0694	0.05
35.0765	0.05
35.0836	0.05
35.0907	0.05
35.0978	0.05
35.1049	0.05
35.112	0.05
35.1191	0.05
35.1262	0.05
35.1333	0.05
35.1404	0.05
35.1475	0.05
35.1546	0.05
35.1617	0.05
35.1688	0.05
35.1759	0.05
35.183	0.05
35.1901	0.05
35.1972	0.05
35.2043	0.05
35.2114	0.05
35.2185	0.05
35.2256	0.05
35.2327	0.05
35.2398	0.05
35.2469	0.05
35.254	0.05
35.2611	0.05
35.2682	0.05
35.2753	0.05
35.2824	0.05
35.2895	0.05
35.2966	0.05
35.3037	0.05
35.3108	0.05
35.3179	0.05
35.325	0.05
35.3321	0.05
35.3392	0.05
35.3463	0.05
35.3534	0.05
35.3605	0.05
35.3676	0.05
35.3747	0.05
35.3818	0.05
35.3889	0.05
35.396	0.05
35.4031	0.05
35.4102	0.05
35.4173	0.05
35.4244	0.05
35.4315	0.05
35.4386	0.05
35.4457	0.05
35.4528	0.05
35.4599	0.05
35.467	0.05
35.4741	0.05
35.4812	0.05
35.4883	0.05
35.4954	0.05
35.5025	0.05
35.5096	0.05
35.5167	0.05
35.5238	0.05
35.5309	0.05
35.538	0.05
35.5451	0.05
35.5522	0.05
35.5593	0.05
35.5664	0.05
35.5735	0.05
35.5806	0.05
35.5877	0.05
35.5948	0.05
35.6019	0.05
35.609	0.05
35.6161	0.05
35.6232	0.05
35.6303	0.05
35.6374	0.05
35.6445	0.05
35.6516	0.05
35.6587	0.05
35.6658	0.05
35.6729	0.05
35.68	0.05
35.6871	0.05
35.6942	0.05
35.7013	0.05
35.7084	0.05
35.7155	0.05
35.7226	0.05
35.7297	0.05
35.7368	0.05
35.7439	0.05
35.751	0.05
35.7581	0.05
35.7652	0.05
35.7723	0.05
35.7794	0.05
35.7865	0.05
35.7936	0.05
35.8007	0.05
35.8078	0.05
35.8149	0.05
35.822	0.05
35.8291	0.05
35.8362	0.05
35.8433	0.05
35.8504	0.05
35.8575	0.05
35.8646	0.05
35.8717	0.05
35.8788	0.05
35.8859	0.05
35.893	0.05
35.9001	0.05
35.9072	0.05
35.9143	0.05
35.9214	0.05
35.9285	0.05
35.9356	0.05
35.9427	0.05
35.9498	0.05
35.9569	0.05
35.964	0.05
35.9711	0.05
35.9782	0.05
35.9853	0.05
35.9924	0.05
35.9995	0.05
36.0066	0.05
36.0137	0.05
36.0208	0.05
36.0279	0.05
36.035	0.05
36.0421	0.05
36.0492	0.05
36.0563	0.05
36.0634	0.05
36.0705	0.05
36.0776	0.05
36.0847	0.05
36.0918	0.05
36.0989	0.05
36.106	0.05
36.1131	0.05
36.1202	0.05
36.1273	0.05
36.1344	0.05
36.1415	0.05
36.1486	0.05
36.1557	0.05
36.1628	0.05
36.1699	0.05
36.177	0.05
36.1841	0.05
36.1912	0.05
36.1983	0.05
36.2054	0.05
36.2125	0.05
36.2196	0.05
36.2267	0.05
36.2338	0.05
36.2409	0.05
36.248	0.05
36.2551	0.05
36.2622	0.05
36.2693	0.05
36.2764	0.05
36.2835	0.05
36.2906	0.05
36.2977	0.05
36.3048	0.05
36.3119	0.05
36.319	0.05
36.3261	0.05
36.3332	0.05
36.3403	0.05
36.3474	0.05
36.3545	0.05
36.3616	0.05
36.3687	0.05
36.3758	0.05
36.3829	0.05
36.39	0.05
36.3971	0.05
36.4042	0.05
36.4113	0.05
36.4184	0.05
36.4255	0.05
36.4326	0.05
36.4397	0.05
36.4468	0.05
36.4539	0.05
36.461	0.05
36.4681	0.05
36.4752	0.05
36.4823	0.05
36.4894	0.05
36.4965	0.05
36.5036	0.05
36.5107	0.05
36.5178	0.05
36.5249	0.05
36.532	0.05
36.5391	0.05
36.5462	0.05
36.5533	0.05
36.5604	0.05
36.5675	0.05
36.5746	0.05
36.5817	0.05
36.5888	0.05
36.5959	0.05
36.603	0.05
36.6101	0.05
36.6172	0.05
36.6243	0.05
36.6314	0.05
36.6385	0.05
36.6456	0.05
36.6527	0.05
36.6598	0.05
36.6669	0.05
36.674	0.05
36.6811	0.05
36.6882	0.05
36.6953	0.05
36.7024	0.05
36.7095	0.05
36.7166	0.05
36.7237	0.05
36.7308	0.05
36.7379	0.05
36.745	0.05
36.7521	0.05
36.7592	0.05
36.7663	0.05
36.7734	0.05
36.7805	0.05
36.7876	0.05
36.7947	0.05
36.8018	0.05
36.8089	0.05
36.816	0.05
36.8231	0.05
36.8302	0.05
36.8373	0.05
36.8444	0.05
36.8515	0.05
36.8586	0.05
36.8657	0.05
36.8728	0.05
36.8799	0.05
36.887	0.05
36.8941	0.05
36.9012	0.05
36.9083	0.05
36.9154	0.05
36.9225	0.05
36.9296	0.05
36.9367	0.05
36.9438	0.05
36.9509	0.05
36.958	0.05
36.9651	0.05
36.9722	0.05
36.9793	0.05
36.9864	0.05
36.9935	0.05
37.0006	0.05
37.0077	0.05
37.0148	0.05
37.0219	0.05
37.029	0.05
37.0361	0.05
37.0432	0.05
37.0503	0.05
37.0574	0.05
37.0645	0.05
37.0716	0.05
37.0787	0.05
37.0858	0.05
37.0929	0.05
37.1	0.05
37.1071	0.05
37.1142	0.05
37.1213	0.05
37.1284	0.05
37.1355	0.05
37.1426	0.05
37.1497	0.05
37.1568	0.05
37.1639	0.05
37.171	0.05
37.1781	0.05
37.1852	0.05
37.1923	0.05
37.1994	0.05
37.2065	0.05
37.2136	0.05
37.2207	0.05
37.2278	0.05
37.2349	0.05
37.242	0.05
37.2491	0.05
37.2562	0.05
37.2633	0.05
37.2704	0.05
37.2775	0.05
37.2846	0.05
37.2917	0.05
37.2988	0.05
37.3059	0.05
37.313	0.05
37.3201	0.05
37.3272	0.05
37.3343	0.05
37.3414	0.05
37.3485	0.05
37.3556	0.05
37.3627	0.05
37.3698	0.05
37.3769	0.05
37.384	0.05
37.3911	0.05
37.3982	0.05
37.4053	0.05
37.4124	0.05
37.4195	0.05
37.4266	0.05
37.4337	0.05
37.4408	0.05
37.4479	0.05
37.455	0.05
37.4621	0.05
37.4692	0.05
37.4763	0.05
37.4834	0.05
37.4905	0.05
37.4976	0.05
37.5047	0.05
37.5118	0.05
37.5189	0.05
37.526	0.05
37.5331	0.05
37.5402	0.05
37.5473	0.05
37.5544	0.05
37.5615	0.05
37.5686	0.05
37.5757	0.05
37.5828	0.05
37.5899	0.05
37.597	0.05
37.6041	0.05
37.6112	0.05
37.6183	0.05
37.6254	0.05
37.6325	0.05
37.6396	0.05
37.6467	0.05
37.6538	0.05
37.6609	0.05
37.668	0.05
37.6751	0.05
37.6822	0.05
37.6893	0.05
37.6964	0.05
37.7035	0.05
37.7106	0.05
37.7177	0.05
37.7248	0.05
37.7319	0.05
37.739	0.05
37.7461	0.05
37.7532	0.05
37.7603	0.05
37.7674	0.05
37.7745	0.05
37.7816	0.05
37.7887	0.05
37.7958	0.05
37.8029	0.05
37.81	0.05
37.8171	0.05
37.8242	0.05
37.8313	0.05
37.8384	0.05
37.8455	0.05
37.8526	0.05
37.8597	0.05
37.8668	0.05
37.8739	0.05
37.881	0.05
37.8881	0.05
37.8952	0.05
37.9023	0.05
37.9094	0.05
37.9165	0.05
37.9236	0.05
37.9307	0.05
37.9378	0.05
37.9449	0.05
37.952	0.05
37.9591	0.05
37.9662	0.05
37.9733	0.05
37.9804	0.05
37.9875	0.05
37.9946	0.05
38.0017	0.05
38.0088	0.05
38.0159	0.05
38.023	0.05
38.0301	0.05
38.0372	0.05
38.0443	0.05
38.0514	0.05
38.0585	0.05
38.0656	0.05
38.0727	0.05
38.0798	0.05
38.0869	0.05
38.094	0.05
38.1011	0.05
38.1082	0.05
38.1153	0.05
38.1224	0.05
38.1295	0.05
38.1366	0.05
38.1437	0.05
38.1508	0.05
38.1579	0.05
38.165	0.05
38.1721	0.05
38.1792	0.05
38.1863	0.05
38.1934	0.05
38.2005	0.05
38.2076	0.05
38.2147	0.05
38.2218	0.0500000000000001
38.2289	0.0500000000000001
38.236	0.0500000000000001
38.2431	0.0500000000000001
38.2502	0.0500000000000001
38.2573	0.0500000000000001
38.2644	0.0500000000000002
38.2715	0.0500000000000002
38.2786	0.0500000000000002
38.2857	0.0500000000000003
38.2928	0.0500000000000004
38.2999	0.0500000000000004
38.307	0.0500000000000005
38.3141	0.0500000000000006
38.3212	0.0500000000000008
38.3283	0.0500000000000009
38.3354	0.0500000000000011
38.3425	0.0500000000000014
38.3496	0.0500000000000017
38.3567	0.050000000000002
38.3638	0.0500000000000024
38.3709	0.050000000000003
38.378	0.0500000000000036
38.3851	0.0500000000000043
38.3922	0.0500000000000052
38.3993	0.0500000000000063
38.4064	0.0500000000000076
38.4135	0.0500000000000091
38.4206	0.050000000000011
38.4277	0.0500000000000132
38.4348	0.0500000000000159
38.4419	0.0500000000000191
38.449	0.050000000000023
38.4561	0.0500000000000276
38.4632	0.0500000000000331
38.4703	0.0500000000000397
38.4774	0.0500000000000475
38.4845	0.050000000000057
38.4916	0.0500000000000682
38.4987	0.0500000000000816
38.5058	0.0500000000000976
38.5129	0.0500000000001167
38.52	0.0500000000001394
38.5271	0.0500000000001665
38.5342	0.0500000000001986
38.5413	0.0500000000002369
38.5484	0.0500000000002824
38.5555	0.0500000000003364
38.5626	0.0500000000004005
38.5697	0.0500000000004766
38.5768	0.0500000000005668
38.5839	0.0500000000006738
38.591	0.0500000000008004
38.5981	0.0500000000009503
38.6052	0.0500000000011277
38.6123	0.0500000000013374
38.6194	0.0500000000015852
38.6265	0.0500000000018779
38.6336	0.0500000000022234
38.6407	0.050000000002631
38.6478	0.0500000000031115
38.6549	0.0500000000036777
38.662	0.0500000000043445
38.6691	0.0500000000051294
38.6762	0.0500000000060526
38.6833	0.050000000007138
38.6904	0.0500000000084133
38.6975	0.0500000000099108
38.7046	0.0500000000116684
38.7117	0.05000000001373
38.7188	0.0500000000161468
38.7259	0.0500000000189783
38.733	0.0500000000222938
38.7401	0.0500000000261739
38.7472	0.0500000000307121
38.7543	0.050000000036017
38.7614	0.0500000000422144
38.7685	0.0500000000494506
38.7756	0.0500000000578947
38.7827	0.0500000000677427
38.7898	0.0500000000792216
38.7969	0.0500000000925935
38.804	0.050000000108162
38.8111	0.0500000001262774
38.8182	0.0500000001473444
38.8253	0.0500000001718297
38.8324	0.0500000002002719
38.8395	0.0500000002332913
38.8466	0.0500000002716027
38.8537	0.0500000003160289
38.8608	0.0500000003675163
38.8679	0.050000000427153
38.875	0.0500000004961894
38.8821	0.0500000005760613
38.8892	0.0500000006684165
38.8963	0.0500000007751449
38.9034	0.0500000008984129
38.9105	0.050000001040702
38.9176	0.0500000012048535
38.9247	0.050000001394118
38.9318	0.0500000016122126
38.9389	0.0500000018633851
38.946	0.0500000021524868
38.9531	0.050000002485055
38.9602	0.0500000028674059
38.9673	0.05000000330674
38.9744	0.0500000038112608
38.9815	0.0500000043903091
38.9886	0.0500000050545136
38.9957	0.0500000058159617
39.0028	0.0500000066883908
39.0099	0.0500000076874044
39.017	0.0500000088307146
39.0241	0.0500000101384147
39.0312	0.0500000116332855
39.0383	0.0500000133411388
39.0454	0.0500000152912028
39.0525	0.0500000175165542
39.0596	0.0500000200546016
39.0667	0.050000022947627
39.0738	0.0500000262433918
39.0809	0.0500000299958128
39.088	0.0500000342657188
39.0951	0.0500000391216943
39.1022	0.0500000446410205
39.1093	0.0500000509107247
39.1164	0.0500000580287487
39.1235	0.0500000661052497
39.1306	0.0500000752640474
39.1377	0.0500000856442321
39.1448	0.0500000974019521
39.1519	0.0500001107123963
39.159	0.0500001257719949
39.1661	0.0500001428008578
39.1732	0.0500001620454765
39.1803	0.0500001837817146
39.1874	0.0500002083181157
39.1945	0.0500002359995603
39.2016	0.050000267211305
39.2087	0.0500003023834416
39.2158	0.0500003419958149
39.2229	0.0500003865834446
39.23	0.0500004367424961
39.2371	0.0500004931368536
39.2442	0.0500005565053497
39.2513	0.0500006276697108
39.2584	0.050000707543285
39.2655	0.0500007971406197
39.2726	0.0500008975879667
39.2797	0.0500010101347948
39.2868	0.0500011361663968
39.2939	0.0500012772176868
39.301	0.0500014349882866
39.3081	0.050001611359011
39.3152	0.0500018084098688
39.3223	0.0500020284397017
39.3294	0.0500022739875974
39.3365	0.0500025478562169
39.3436	0.0500028531371899
39.3507	0.0500031932387391
39.3578	0.0500035719157074
39.3649	0.0500039933021718
39.372	0.050004461946839
39.3791	0.0500049828514311
39.3862	0.0500055615122816
39.3933	0.0500062039653749
39.4004	0.0500069168350759
39.4075	0.0500077073868117
39.4146	0.05000858358398
39.4217	0.0500095541493743
39.4288	0.0500106286314323
39.4359	0.0500118174756282
39.443	0.0500131321013464
39.4501	0.05001458498459
39.4572	0.050016189746894
39.4643	0.0500179612508307
39.4714	0.0500199157025107
39.4785	0.0500220707614995
39.4856	0.0500244456585883
39.4927	0.0500270613218734
39.4998	0.050029940511614
39.5069	0.0500331079643579
39.514	0.0500365905468373
39.5211	0.0500404174201541
39.5282	0.0500446202147885
39.5353	0.05004923321698
39.5424	0.0500542935670408
39.5495	0.0500598414701758
39.5566	0.0500659204203936
39.5637	0.0500725774381035
39.5708	0.0500798633219986
39.5779	0.0500878329158354
39.585	0.050096545390722
39.5921	0.0501060645435289
39.5992	0.0501164591120387
39.6063	0.0501278031074454
39.6134	0.0501401761648091
39.6205	0.0501536639120659
39.6276	0.0501683583581756
39.6347	0.0501843583009794
39.6418	0.050201769755318
39.6489	0.0502207064019359
39.656	0.0502412900576744
39.6631	0.0502636511674181
39.6702	0.0502879293182276
39.6773	0.0503142737760457
39.6844	0.05034284404532
39.6915	0.0503738104518287
39.6986	0.0504073547489418
39.7057	0.0504436707474829
39.7128	0.0504829649692863
39.7199	0.0505254573244701
39.727	0.0505713818123594
39.7341	0.0506209872459062
39.7412	0.0506745379993556
39.7483	0.050732314778804
39.7554	0.0507946154151865
39.7625	0.0508617556791123
39.7696	0.0509340701168438
39.7767	0.0510119129065854
39.7838	0.0510956587341089
39.7909	0.0511857036866005
39.798	0.0512824661634631
39.8051	0.0513863878026521
39.8122	0.051497934420959
39.8193	0.0516175969664923
39.8264	0.0517458924814289
39.8335	0.0518833650729326
39.8406	0.0520305868899563
39.8477	0.0521881591034557
39.8548	0.0523567128873546
39.8619	0.052536910397413
39.869	0.05272944574495
39.8761	0.0529350459621904
39.8832	0.0531544719557956
39.8903	0.0533885194449618
39.8974	0.0536380198802645
39.9045	0.0539038413392488
39.9116	0.054186889394577
39.9187	0.054488107950363
39.9258	0.0548084800421592
39.9329	0.0551490285958855
39.94	0.0555108171408408
39.9471	0.0558949504717896
39.9542	0.0563025752549725
39.9613	0.0567348805727904
39.9684	0.057193098401768
39.9755	0.0576785040183474
39.9826	0.0581924163269592
39.9897	0.0587361981047735
39.9968	0.0593112561574969
40.0039	0.0599190413805521
40.011	0.0605610487200004
40.0181	0.0612388170275849
40.0252	0.0619539288043201
40.0323	0.0627080098271551
40.0394	0.0635027286533212
40.0465	0.0643397959971226
40.0536	0.0652209639740958
40.0607	0.066148025207631
40.0678	0.0671228117934301
40.0749	0.068147194117349
40.082	0.0692230795225404
40.0891	0.0703524108220759
40.0962	0.071537164653599
