hpt_levels	hpt_fit
40.1033	0.0727793496729481
40.1104	0.0740810045840735
40.1175	0.0754441960030631
40.1246	0.0768710161545245
40.1317	0.0783635803990996
40.1388	0.079924024591429
40.1459	0.081554502268402
40.153	0.083257181668214
40.1601	0.0850342425812297
40.1672	0.0868878730344266
40.1743	0.0888202658117588
40.1814	0.0908336148134995
40.1885	0.0929301112583208
40.1956	0.0951119397325371
40.2027	0.0973812740917334
40.2098	0.099740273220657
40.2169	0.102191076658031
40.224	0.104735800093689
40.2311	0.107376530746118
40.2382	0.110115322629319
40.2453	0.112954191718535
40.2524	0.115895111025168
40.2595	0.118940005591871
40.2666	0.122090747419504
40.2737	0.125349150338319
40.2808	0.128716964836275
40.2879	0.132195872858151
40.295	0.135787482589508
40.3021	0.139493323240216
40.3092	0.143314839842692
40.3163	0.147253388080388
40.3234	0.151310229162587
40.3305	0.155486524761757
40.3376	0.159783332030098
40.3447	0.164201598712102
40.3518	0.16874215837004
40.3589	0.173405725739608
40.366	0.17819289223264
40.3731	0.183104121604124
40.3802	0.18813974580039
40.3873	0.193299961005277
40.3944	0.198584823900821
40.4015	0.203994248158598
40.4086	0.209528001177615
40.4157	0.215185701083995
40.4228	0.220966814007259
40.4299	0.226870651647388
40.437	0.232896369146032
40.4441	0.239042963274698
40.4512	0.245309270951683
40.4583	0.251693968098775
40.4654	0.258195568847726
40.4725	0.264812425105491
40.4796	0.271542726486206
40.4867	0.278384500616603
40.4938	0.285335613820622
40.5009	0.29239377218754
40.508	0.299556523026805
40.5151	0.306821256711484
40.5222	0.314185208910777
40.5293	0.321645463210954
40.5364	0.32919895412248
40.5435	0.336842470469869
40.5506	0.344572659159395
40.5577	0.352386029318424
40.5648	0.360278956798821
40.5719	0.368247689035384
40.579	0.376288350249208
40.5861	0.384396946984322
40.5932	0.392569373964819
40.6003	0.400801420258499
40.6074	0.409088775731705
40.6145	0.417427037779173
40.6216	0.4258117183114
40.6287	0.434238250981166
40.6358	0.442701998629927
40.6429	0.4511982609337
40.65	0.459722282227802
40.6571	0.468269259488329
40.6642	0.476834350448407
40.6713	0.48541268182618
40.6784	0.493999357641287
40.6855	0.502589467596229
40.6926	0.511178095498578
40.6997	0.519760327700136
40.7068	0.528331261528777
40.7139	0.536886013688895
40.721	0.545419728606522
40.7281	0.553927586695227
40.7352	0.562404812519511
40.7423	0.570846682832545
40.7494	0.57924853446575
40.7565	0.587605772048271
40.7636	0.59591387553506
40.7707	0.604168407523096
40.7778	0.612365020335945
40.7849	0.620499462858027
40.792	0.628567587100693
40.7991	0.636565354483381
40.8062	0.644488841814238
40.8133	0.652334246955594
40.8204	0.660097894161145
40.8275	0.667776239072673
40.8346	0.67536587336558
40.8417	0.682863529033814
40.8488	0.690266082305898
40.8559	0.697570557185607
40.863	0.704774128611496
40.8701	0.711874125231558
40.8772	0.718868031790162
40.8843	0.725753491126009
40.8914	0.732528305781159
40.8985	0.739190439222391
40.9056	0.74573801667767
40.9127	0.75216932559155
40.9198	0.758482815704696
40.9269	0.764677098763894
40.934	0.770750947869923
40.9411	0.776703296472091
40.9482	0.782533237018778
40.9553	0.788240019274818
40.9624	0.793823048317116
40.9695	0.799281882220924
40.9766	0.804616229449947
40.9837	0.809825945964116
40.9908	0.814911032059642
40.9979	0.819871628956411
41.005	0.824708015148347
41.0121	0.82942060253282
41.0192	0.834009932335436
41.0263	0.838476670846988
41.0334	0.842821604989391
41.0405	0.847045637727669
41.0476	0.851149783345084
41.0547	0.85513516259851
41.0618	0.85900299777109
41.0689	0.862754607639018
41.076	0.866391402369221
41.0831	0.869914878364304
41.0902	0.873326613070911
41.0973	0.87662825976726
41.1044	0.879821542345137
41.1115	0.882908250101274
41.1186	0.885890232552415
41.1257	0.888769394287885
41.1328	0.891547689872898
41.1399	0.894227118815122
41.147	0.896809720606585
41.1541	0.899297569852032
41.1612	0.90169277149445
41.1683	0.903997456147556
41.1754	0.906213775544421
41.1825	0.908343898110664
41.1896	0.910390004669852
41.1967	0.912354284288098
41.2038	0.914238930264022
41.2109	0.916046136269566
41.218	0.917778092646401
41.2251	0.919436982861921
41.2322	0.921024980128231
41.2393	0.922544244186666
41.2464	0.923996918259894
41.2535	0.925385126172888
41.2606	0.926710969643475
41.2677	0.927976525742576
41.2748	0.929183844523639
41.2819	0.930334946820272
41.289	0.93143182221052
41.2961	0.932476427145771
41.3032	0.933470683241809
41.3103	0.93441647572909
41.3174	0.935315652058958
41.3245	0.936170020662125
41.3316	0.936981349855408
41.3387	0.937751366892444
41.3458	0.938481757153804
41.3529	0.93917416347171
41.36	0.939830185584342
41.3671	0.940451379714572
41.3742	0.941039258267763
41.3813	0.941595289643223
41.3884	0.942120898153744
41.3955	0.942617464047643
41.4026	0.943086323627666
41.4097	0.943528769461085
41.4168	0.943946050675357
41.4239	0.944339373333719
41.431	0.944709900885147
41.4381	0.945058754683201
41.4452	0.945387014568307
41.4523	0.945695719508208
41.4594	0.945985868291351
41.4665	0.94625842026818
41.4736	0.946514296135382
41.4807	0.946754378758345
41.4878	0.946979514027203
41.4949	0.947190511742041
41.502	0.947388146522993
41.5091	0.947573158741159
41.5162	0.947746255466458
41.5233	0.9479081114287
41.5304	0.948059369988379
41.5375	0.948200644113878
41.5446	0.948332517361949
41.5517	0.948455544858557
41.5588	0.948570254277343
41.5659	0.94867714681316
41.573	0.948776698148332
41.5801	0.948869359409456
41.5872	0.948955558112744
41.5943	0.949035699096097
41.6014	0.949110165436262
41.6085	0.949179319349562
41.6156	0.949243503074908
41.6227	0.949303039737888
41.6298	0.949358234194917
41.6369	0.949409373856563
41.644	0.949456729489285
41.6511	0.949500555994964
41.6582	0.949541093167703
41.6653	0.949578566427517
41.6724	0.949613187530612
41.6795	0.94964515525606
41.6866	0.949674656068779
41.6937	0.949701864758794
41.7008	0.949726945056859
41.7079	0.949750050226562
41.715	0.949771323633129
41.7221	0.949790899289199
41.7292	0.949808902377872
41.7363	0.949825449753417
41.7434	0.949840650420051
41.7505	0.949854605989241
41.7576	0.949867411116011
41.7647	0.949879153914785
41.7718	0.949889916355291
41.7789	0.949899774639105
41.786	0.949908799557399
41.7931	0.949917056830506
41.8002	0.949924607429877
41.8073	0.949931507883073
41.8144	0.949937810562382
41.8215	0.949943563957676
41.8286	0.949948812934148
41.8357	0.949953598975502
41.8428	0.949957960413228
41.8499	0.949961932642554
41.857	0.949965548325654
41.8641	0.9499688375827
41.8712	0.949971828171321
41.8783	0.949974545655021
41.8854	0.949977013561097
41.8925	0.949979253528588
41.8996	0.949981285446747
41.9067	0.949983127584558
41.9138	0.949984796711741
41.9209	0.949986308211741
41.928	0.949987676187123
41.9351	0.9499889135578
41.9422	0.949990032152526
41.9493	0.949991042794015
41.9564	0.949991955378091
41.9635	0.949992778947219
41.9706	0.949993521758754
41.9777	0.949994191348244
41.9848	0.949994794588098
41.9919	0.94999533774191
41.999	0.949995826514728
42.0061	0.94999626609953
42.0132	0.949996661220155
42.0203	0.949997016170939
42.0274	0.949997334853271
42.0345	0.949997620809291
42.0416	0.949997877252917
42.0487	0.949998107098405
42.0558	0.949998312986608
42.0629	0.949998497309108
42.07	0.949998662230371
42.0771	0.949998809708072
42.0842	0.949998941511734
42.0913	0.949999059239797
42.0984	0.94999916433525
42.1055	0.949999258099929
42.1126	0.94999934170758
42.1197	0.949999416215798
42.1268	0.949999482576923
42.1339	0.949999541647977
42.141	0.949999594199717
42.1481	0.949999640924887
42.1552	0.949999682445723
42.1623	0.94999971932078
42.1694	0.949999752051135
42.1765	0.949999781086022
42.1836	0.949999806827944
42.1907	0.94999982963731
42.1978	0.949999849836635
42.2049	0.949999867714347
42.212	0.949999883528225
42.2191	0.949999897508518
42.2262	0.949999909860753
42.2333	0.949999920768278
42.2404	0.949999930394555
42.2475	0.949999938885223
42.2546	0.949999946369964
42.2617	0.949999952964178
42.2688	0.949999958770496
42.2759	0.949999963880133
42.283	0.949999968374106
42.2901	0.949999972324337
42.2972	0.949999975794628
42.3043	0.949999978841545
42.3114	0.949999981515209
42.3185	0.949999983860001
42.3256	0.949999985915198
42.3327	0.949999987715535
42.3398	0.949999989291714
42.3469	0.949999990670856
42.354	0.949999991876901
42.3611	0.949999992930971
42.3682	0.94999999385169
42.3753	0.949999994655467
42.3824	0.949999995356755
42.3895	0.949999995968271
42.3966	0.949999996501201
42.4037	0.94999999696538
42.4108	0.949999997369445
42.4179	0.94999999772098
42.425	0.949999998026639
42.4321	0.949999998292257
42.4392	0.949999998522947
42.4463	0.949999998723188
42.4534	0.949999998896899
42.4605	0.949999999047508
42.4676	0.949999999178014
42.4747	0.949999999291034
42.4818	0.949999999388856
42.4889	0.949999999473476
42.496	0.949999999546632
42.5031	0.949999999609842
42.5102	0.949999999664427
42.5173	0.949999999711536
42.5244	0.949999999752171
42.5315	0.949999999787201
42.5386	0.949999999817382
42.5457	0.949999999843369
42.5528	0.949999999865734
42.5599	0.94999999988497
42.567	0.949999999901505
42.5741	0.949999999915711
42.5812	0.949999999927908
42.5883	0.949999999938374
42.5954	0.949999999947351
42.6025	0.949999999955045
42.6096	0.949999999961636
42.6167	0.94999999996728
42.6238	0.949999999972108
42.6309	0.949999999976238
42.638	0.949999999979767
42.6451	0.949999999982782
42.6522	0.949999999985356
42.6593	0.949999999987552
42.6664	0.949999999989425
42.6735	0.949999999991021
42.6806	0.94999999999238
42.6877	0.949999999993537
42.6948	0.949999999994522
42.7019	0.949999999995359
42.709	0.94999999999607
42.7161	0.949999999996675
42.7232	0.949999999997188
42.7303	0.949999999997623
42.7374	0.949999999997992
42.7445	0.949999999998304
42.7516	0.949999999998569
42.7587	0.949999999998793
42.7658	0.949999999998983
42.7729	0.949999999999143
42.78	0.949999999999278
42.7871	0.949999999999393
42.7942	0.949999999999489
42.8013	0.949999999999571
42.8084	0.949999999999639
42.8155	0.949999999999697
42.8226	0.949999999999746
42.8297	0.949999999999787
42.8368	0.949999999999821
42.8439	0.94999999999985
42.851	0.949999999999875
42.8581	0.949999999999895
42.8652	0.949999999999912
42.8723	0.949999999999927
42.8794	0.949999999999939
42.8865	0.949999999999949
42.8936	0.949999999999957
42.9007	0.949999999999964
42.9078	0.94999999999997
42.9149	0.949999999999975
42.922	0.949999999999979
42.9291	0.949999999999983
42.9362	0.949999999999986
42.9433	0.949999999999988
42.9504	0.94999999999999
42.9575	0.949999999999992
42.9646	0.949999999999993
42.9717	0.949999999999994
42.9788	0.949999999999995
42.9859	0.949999999999996
42.993	0.949999999999997
43.0001	0.949999999999997
43.0072	0.949999999999998
43.0143	0.949999999999998
43.0214	0.949999999999999
43.0285	0.949999999999999
43.0356	0.949999999999999
43.0427	0.949999999999999
43.0498	0.949999999999999
43.0569	0.949999999999999
43.064	0.95
43.0711	0.95
43.0782	0.95
43.0853	0.95
43.0924	0.95
43.0995	0.95
43.1066	0.95
43.1137	0.95
43.1208	0.95
43.1279	0.95
43.135	0.95
43.1421	0.95
43.1492	0.95
43.1563	0.95
43.1634	0.95
43.1705	0.95
43.1776	0.95
43.1847	0.95
43.1918	0.95
43.1989	0.95
43.206	0.95
43.2131	0.95
43.2202	0.95
43.2273	0.95
43.2344	0.95
43.2415	0.95
43.2486	0.95
43.2557	0.95
43.2628	0.95
43.2699	0.95
43.277	0.95
43.2841	0.95
43.2912	0.95
43.2983	0.95
43.3054	0.95
43.3125	0.95
43.3196	0.95
43.3267	0.95
43.3338	0.95
43.3409	0.95
43.348	0.95
43.3551	0.95
43.3622	0.95
43.3693	0.95
43.3764	0.95
43.3835	0.95
43.3906	0.95
43.3977	0.95
43.4048	0.95
43.4119	0.95
43.419	0.95
43.4261	0.95
43.4332	0.95
43.4403	0.95
43.4474	0.95
43.4545	0.95
43.4616	0.95
43.4687	0.95
43.4758	0.95
43.4829	0.95
43.49	0.95
43.4971	0.95
43.5042	0.95
43.5113	0.95
43.5184	0.95
43.5255	0.95
43.5326	0.95
43.5397	0.95
43.5468	0.95
43.5539	0.95
43.561	0.95
43.5681	0.95
43.5752	0.95
43.5823	0.95
43.5894	0.95
43.5965	0.95
43.6036	0.95
43.6107	0.95
43.6178	0.95
43.6249	0.95
43.632	0.95
43.6391	0.95
43.6462	0.95
43.6533	0.95
43.6604	0.95
43.6675	0.95
43.6746	0.95
43.6817	0.95
43.6888	0.95
43.6959	0.95
43.703	0.95
43.7101	0.95
43.7172	0.95
43.7243	0.95
43.7314	0.95
43.7385	0.95
43.7456	0.95
43.7527	0.95
43.7598	0.95
43.7669	0.95
43.774	0.95
43.7811	0.95
43.7882	0.95
43.7953	0.95
43.8024	0.95
43.8095	0.95
43.8166	0.95
43.8237	0.95
43.8308	0.95
43.8379	0.95
43.845	0.95
43.8521	0.95
43.8592	0.95
43.8663	0.95
43.8734	0.95
43.8805	0.95
43.8876	0.95
43.8947	0.95
43.9018	0.95
43.9089	0.95
43.916	0.95
43.9231	0.95
43.9302	0.95
43.9373	0.95
43.9444	0.95
43.9515	0.95
43.9586	0.95
43.9657	0.95
43.9728	0.95
43.9799	0.95
43.987	0.95
43.9941	0.95
44.0012	0.95
44.0083	0.95
44.0154	0.95
44.0225	0.95
44.0296	0.95
44.0367	0.95
44.0438	0.95
44.0509	0.95
44.058	0.95
44.0651	0.95
44.0722	0.95
44.0793	0.95
44.0864	0.95
44.0935	0.95
44.1006	0.95
44.1077	0.95
44.1148	0.95
44.1219	0.95
44.129	0.95
44.1361	0.95
44.1432	0.95
44.1503	0.95
44.1574	0.95
44.1645	0.95
44.1716	0.95
44.1787	0.95
44.1858	0.95
44.1929	0.95
44.2	0.95
44.2071	0.95
44.2142	0.95
44.2213	0.95
44.2284	0.95
44.2355	0.95
44.2426	0.95
44.2497	0.95
44.2568	0.95
44.2639	0.95
44.271	0.95
44.2781	0.95
44.2852	0.95
44.2923	0.95
44.2994	0.95
44.3065	0.95
44.3136	0.95
44.3207	0.95
44.3278	0.95
44.3349	0.95
44.342	0.95
44.3491	0.95
44.3562	0.95
44.3633	0.95
44.3704	0.95
44.3775	0.95
44.3846	0.95
44.3917	0.95
44.3988	0.95
44.4059	0.95
44.413	0.95
44.4201	0.95
44.4272	0.95
44.4343	0.95
44.4414	0.95
44.4485	0.95
44.4556	0.95
44.4627	0.95
44.4698	0.95
44.4769	0.95
44.484	0.95
44.4911	0.95
44.4982	0.95
44.5053	0.95
44.5124	0.95
44.5195	0.95
44.5266	0.95
44.5337	0.95
44.5408	0.95
44.5479	0.95
44.555	0.95
44.5621	0.95
44.5692	0.95
44.5763	0.95
44.5834	0.95
44.5905	0.95
44.5976	0.95
44.6047	0.95
44.6118	0.95
44.6189	0.95
44.626	0.95
44.6331	0.95
44.6402	0.95
44.6473	0.95
44.6544	0.95
44.6615	0.95
44.6686	0.95
44.6757	0.95
44.6828	0.95
44.6899	0.95
44.697	0.95
44.7041	0.95
44.7112	0.95
44.7183	0.95
44.7254	0.95
44.7325	0.95
44.7396	0.95
44.7467	0.95
44.7538	0.95
44.7609	0.95
44.768	0.95
44.7751	0.95
44.7822	0.95
44.7893	0.95
44.7964	0.95
44.8035	0.95
44.8106	0.95
44.8177	0.95
44.8248	0.95
44.8319	0.95
44.839	0.95
44.8461	0.95
44.8532	0.95
44.8603	0.95
44.8674	0.95
44.8745	0.95
44.8816	0.95
44.8887	0.95
44.8958	0.95
44.9029	0.95
44.91	0.95
44.9171	0.95
44.9242	0.95
44.9313	0.95
44.9384	0.95
44.9455	0.95
44.9526	0.95
44.9597	0.95
44.9668	0.95
44.9739	0.95
44.981	0.95
44.9881	0.95
44.9952	0.95
45.0023	0.95
45.0094	0.95
45.0165	0.95
45.0236	0.95
45.0307	0.95
45.0378	0.95
45.0449	0.95
45.052	0.95
45.0591	0.95
45.0662	0.95
45.0733	0.95
45.0804	0.95
45.0875	0.95
45.0946	0.95
45.1017	0.95
45.1088	0.95
45.1159	0.95
45.123	0.95
45.1301	0.95
45.1372	0.95
45.1443	0.95
45.1514	0.95
45.1585	0.95
45.1656	0.95
45.1727	0.95
45.1798	0.95
45.1869	0.95
45.194	0.95
45.2011	0.95
45.2082	0.95
45.2153	0.95
45.2224	0.95
45.2295	0.95
45.2366	0.95
45.2437	0.95
45.2508	0.95
45.2579	0.95
45.265	0.95
45.2721	0.95
45.2792	0.95
45.2863	0.95
45.2934	0.95
45.3005	0.95
45.3076	0.95
45.3147	0.95
45.3218	0.95
45.3289	0.95
45.336	0.95
45.3431	0.95
45.3502	0.95
45.3573	0.95
45.3644	0.95
45.3715	0.95
45.3786	0.95
45.3857	0.95
45.3928	0.95
45.3999	0.95
45.407	0.95
45.4141	0.95
45.4212	0.95
45.4283	0.95
45.4354	0.95
45.4425	0.95
45.4496	0.95
45.4567	0.95
45.4638	0.95
45.4709	0.95
45.478	0.95
45.4851	0.95
45.4922	0.95
45.4993	0.95
45.5064	0.95
45.5135	0.95
45.5206	0.95
45.5277	0.95
45.5348	0.95
45.5419	0.95
45.549	0.95
45.5561	0.95
45.5632	0.95
45.5703	0.95
45.5774	0.95
45.5845	0.95
45.5916	0.95
45.5987	0.95
45.6058	0.95
45.6129	0.95
45.62	0.95
45.6271	0.95
45.6342	0.95
45.6413	0.95
45.6484	0.95
45.6555	0.95
45.6626	0.95
45.6697	0.95
45.6768	0.95
45.6839	0.95
45.691	0.95
45.6981	0.95
45.7052	0.95
45.7123	0.95
45.7194	0.95
45.7265	0.95
45.7336	0.95
45.7407	0.95
45.7478	0.95
45.7549	0.95
45.762	0.95
45.7691	0.95
45.7762	0.95
45.7833	0.95
45.7904	0.95
45.7975	0.95
45.8046	0.95
45.8117	0.95
45.8188	0.95
45.8259	0.95
45.833	0.95
45.8401	0.95
45.8472	0.95
45.8543	0.95
45.8614	0.95
45.8685	0.95
45.8756	0.95
45.8827	0.95
45.8898	0.95
45.8969	0.95
45.904	0.95
45.9111	0.95
45.9182	0.95
45.9253	0.95
45.9324	0.95
45.9395	0.95
45.9466	0.95
45.9537	0.95
45.9608	0.95
45.9679	0.95
45.975	0.95
45.9821	0.95
45.9892	0.95
45.9963	0.95
46.0034	0.95
46.0105	0.95
46.0176	0.95
46.0247	0.95
46.0318	0.95
46.0389	0.95
46.046	0.95
46.0531	0.95
46.0602	0.95
46.0673	0.95
46.0744	0.95
46.0815	0.95
46.0886	0.95
46.0957	0.95
46.1028	0.95
46.1099	0.95
46.117	0.95
46.1241	0.95
46.1312	0.95
46.1383	0.95
46.1454	0.95
46.1525	0.95
46.1596	0.95
46.1667	0.95
46.1738	0.95
46.1809	0.95
46.188	0.95
46.1951	0.95
46.2022	0.95
46.2093	0.95
46.2164	0.95
46.2235	0.95
46.2306	0.95
46.2377	0.95
46.2448	0.95
46.2519	0.95
46.259	0.95
46.2661	0.95
46.2732	0.95
46.2803	0.95
46.2874	0.95
46.2945	0.95
46.3016	0.95
46.3087	0.95
46.3158	0.95
46.3229	0.95
46.33	0.95
46.3371	0.95
46.3442	0.95
46.3513	0.95
46.3584	0.95
46.3655	0.95
46.3726	0.95
46.3797	0.95
46.3868	0.95
46.3939	0.95
46.401	0.95
46.4081	0.95
46.4152	0.95
46.4223	0.95
46.4294	0.95
46.4365	0.95
46.4436	0.95
46.4507	0.95
46.4578	0.95
46.4649	0.95
46.472	0.95
46.4791	0.95
46.4862	0.95
46.4933	0.95
46.5004	0.95
46.5075	0.95
46.5146	0.95
46.5217	0.95
46.5288	0.95
46.5359	0.95
46.543	0.95
46.5501	0.95
46.5572	0.95
46.5643	0.95
46.5714	0.95
46.5785	0.95
46.5856	0.95
46.5927	0.95
46.5998	0.95
46.6069	0.95
46.614	0.95
46.6211	0.95
46.6282	0.95
46.6353	0.95
46.6424	0.95
46.6495	0.95
46.6566	0.95
46.6637	0.95
46.6708	0.95
46.6779	0.95
46.685	0.95
46.6921	0.95
46.6992	0.95
46.7063	0.95
46.7134	0.95
46.7205	0.95
46.7276	0.95
46.7347	0.95
46.7418	0.95
46.7489	0.95
46.756	0.95
46.7631	0.95
46.7702	0.95
46.7773	0.95
46.7844	0.95
46.7915	0.95
46.7986	0.95
46.8057	0.95
46.8128	0.95
46.8199	0.95
46.827	0.95
46.8341	0.95
46.8412	0.95
46.8483	0.95
46.8554	0.95
46.8625	0.95
46.8696	0.95
46.8767	0.95
46.8838	0.95
46.8909	0.95
46.898	0.95
46.9051	0.95
46.9122	0.95
46.9193	0.95
46.9264	0.95
46.9335	0.95
46.9406	0.95
46.9477	0.95
46.9548	0.95
46.9619	0.95
46.969	0.95
46.9761	0.95
46.9832	0.95
46.9903	0.95
46.9974	0.95
47.0045	0.95
47.0116	0.95
47.0187	0.95
47.0258	0.95
47.0329	0.95
47.04	0.95
47.0471	0.95
47.0542	0.95
47.0613	0.95
47.0684	0.95
47.0755	0.95
47.0826	0.95
47.0897	0.95
47.0968	0.95
47.1039	0.95
47.111	0.95
47.1181	0.95
47.1252	0.95
47.1323	0.95
47.1394	0.95
47.1465	0.95
47.1536	0.95
47.1607	0.95
47.1678	0.95
47.1749	0.95
47.182	0.95
47.1891	0.95
47.1962	0.95
47.2033	0.95
47.2104	0.95
47.2175	0.95
47.2246	0.95
47.2317	0.95
47.2388	0.95
47.2459	0.95
47.253	0.95
47.2601	0.95
47.2672	0.95
47.2743	0.95
47.2814	0.95
47.2885	0.95
47.2956	0.95
47.3027	0.95
47.3098	0.95
47.3169	0.95
47.324	0.95
47.3311	0.95
47.3382	0.95
47.3453	0.95
47.3524	0.95
47.3595	0.95
47.3666	0.95
47.3737	0.95
47.3808	0.95
47.3879	0.95
47.395	0.95
47.4021	0.95
47.4092	0.95
47.4163	0.95
47.4234	0.95
47.4305	0.95
47.4376	0.95
47.4447	0.95
47.4518	0.95
47.4589	0.95
47.466	0.95
47.4731	0.95
47.4802	0.95
47.4873	0.95
47.4944	0.95
47.5015	0.95
47.5086	0.95
47.5157	0.95
47.5228	0.95
47.5299	0.95
47.537	0.95
47.5441	0.95
47.5512	0.95
47.5583	0.95
47.5654	0.95
47.5725	0.95
47.5796	0.95
47.5867	0.95
47.5938	0.95
47.6009	0.95
47.608	0.95
47.6151	0.95
47.6222	0.95
47.6293	0.95
47.6364	0.95
47.6435	0.95
47.6506	0.95
47.6577	0.95
47.6648	0.95
47.6719	0.95
47.679	0.95
47.6861	0.95
47.6932	0.95
47.7003	0.95
47.7074	0.95
47.7145	0.95
47.7216	0.95
47.7287	0.95
47.7358	0.95
47.7429	0.95
47.75	0.95
47.7571	0.95
47.7642	0.95
47.7713	0.95
47.7784	0.95
47.7855	0.95
47.7926	0.95
47.7997	0.95
47.8068	0.95
47.8139	0.95
47.821	0.95
47.8281	0.95
47.8352	0.95
47.8423	0.95
47.8494	0.95
47.8565	0.95
47.8636	0.95
47.8707	0.95
47.8778	0.95
47.8849	0.95
47.892	0.95
47.8991	0.95
47.9062	0.95
47.9133	0.95
47.9204	0.95
47.9275	0.95
47.9346	0.95
47.9417	0.95
47.9488	0.95
47.9559	0.95
47.963	0.95
47.9701	0.95
47.9772	0.95
47.9843	0.95
47.9914	0.95
47.9985	0.95
48.0056	0.95
48.0127	0.95
48.0198	0.95
48.0269	0.95
48.034	0.95
48.0411	0.95
48.0482	0.95
48.0553	0.95
48.0624	0.95
48.0695	0.95
48.0766	0.95
48.0837	0.95
48.0908	0.95
48.0979	0.95
48.105	0.95
48.1121	0.95
48.1192	0.95
48.1263	0.95
48.1334	0.95
48.1405	0.95
48.1476	0.95
48.1547	0.95
48.1618	0.95
48.1689	0.95
48.176	0.95
48.1831	0.95
48.1902	0.95
48.1973	0.95
48.2044	0.95
48.2115	0.95
48.2186	0.95
48.2257	0.95
48.2328	0.95
48.2399	0.95
48.247	0.95
48.2541	0.95
48.2612	0.95
48.2683	0.95
48.2754	0.95
48.2825	0.95
48.2896	0.95
48.2967	0.95
48.3038	0.95
48.3109	0.95
48.318	0.95
48.3251	0.95
48.3322	0.95
48.3393	0.95
48.3464	0.95
48.3535	0.95
48.3606	0.95
48.3677	0.95
48.3748	0.95
48.3819	0.95
48.389	0.95
48.3961	0.95
48.4032	0.95
48.4103	0.95
48.4174	0.95
48.4245	0.95
48.4316	0.95
48.4387	0.95
48.4458	0.95
48.4529	0.95
48.46	0.95
48.4671	0.95
48.4742	0.95
48.4813	0.95
48.4884	0.95
48.4955	0.95
48.5026	0.95
48.5097	0.95
48.5168	0.95
48.5239	0.95
48.531	0.95
48.5381	0.95
48.5452	0.95
48.5523	0.95
48.5594	0.95
48.5665	0.95
48.5736	0.95
48.5807	0.95
48.5878	0.95
48.5949	0.95
48.602	0.95
48.6091	0.95
48.6162	0.95
48.6233	0.95
48.6304	0.95
48.6375	0.95
48.6446	0.95
48.6517	0.95
48.6588	0.95
48.6659	0.95
48.673	0.95
48.6801	0.95
48.6872	0.95
48.6943	0.95
48.7014	0.95
48.7085	0.95
48.7156	0.95
48.7227	0.95
48.7298	0.95
48.7369	0.95
48.744	0.95
48.7511	0.95
48.7582	0.95
48.7653	0.95
48.7724	0.95
48.7795	0.95
48.7866	0.95
48.7937	0.95
48.8008	0.95
48.8079	0.95
48.815	0.95
48.8221	0.95
48.8292	0.95
48.8363	0.95
48.8434	0.95
48.8505	0.95
48.8576	0.95
48.8647	0.95
48.8718	0.95
48.8789	0.95
48.886	0.95
48.8931	0.95
48.9002	0.95
48.9073	0.95
48.9144	0.95
48.9215	0.95
48.9286	0.95
48.9357	0.95
48.9428	0.95
48.9499	0.95
48.957	0.95
48.9641	0.95
48.9712	0.95
48.9783	0.95
48.9854	0.95
48.9925	0.95
48.9996	0.95
49.0067	0.95
49.0138	0.95
49.0209	0.95
49.028	0.95
49.0351	0.95
49.0422	0.95
49.0493	0.95
49.0564	0.95
49.0635	0.95
49.0706	0.95
49.0777	0.95
49.0848	0.95
49.0919	0.95
49.099	0.95
49.1061	0.95
49.1132	0.95
49.1203	0.95
49.1274	0.95
49.1345	0.95
49.1416	0.95
49.1487	0.95
49.1558	0.95
49.1629	0.95
49.17	0.95
49.1771	0.95
49.1842	0.95
49.1913	0.95
49.1984	0.95
49.2055	0.95
49.2126	0.95
49.2197	0.95
49.2268	0.95
49.2339	0.95
49.241	0.95
49.2481	0.95
49.2552	0.95
49.2623	0.95
49.2694	0.95
49.2765	0.95
49.2836	0.95
49.2907	0.95
49.2978	0.95
49.3049	0.95
49.312	0.95
49.3191	0.95
49.3262	0.95
49.3333	0.95
49.3404	0.95
49.3475	0.95
49.3546	0.95
49.3617	0.95
49.3688	0.95
49.3759	0.95
49.383	0.95
49.3901	0.95
49.3972	0.95
49.4043	0.95
49.4114	0.95
49.4185	0.95
49.4256	0.95
49.4327	0.95
49.4398	0.95
49.4469	0.95
49.454	0.95
49.4611	0.95
49.4682	0.95
49.4753	0.95
49.4824	0.95
49.4895	0.95
49.4966	0.95
49.5037	0.95
49.5108	0.95
49.5179	0.95
49.525	0.95
49.5321	0.95
49.5392	0.95
49.5463	0.95
49.5534	0.95
49.5605	0.95
49.5676	0.95
49.5747	0.95
49.5818	0.95
49.5889	0.95
49.596	0.95
49.6031	0.95
49.6102	0.95
49.6173	0.95
49.6244	0.95
49.6315	0.95
49.6386	0.95
49.6457	0.95
49.6528	0.95
49.6599	0.95
49.667	0.95
49.6741	0.95
49.6812	0.95
49.6883	0.95
49.6954	0.95
49.7025	0.95
49.7096	0.95
49.7167	0.95
49.7238	0.95
49.7309	0.95
49.738	0.95
49.7451	0.95
49.7522	0.95
49.7593	0.95
49.7664	0.95
49.7735	0.95
49.7806	0.95
49.7877	0.95
49.7948	0.95
49.8019	0.95
49.809	0.95
49.8161	0.95
49.8232	0.95
49.8303	0.95
49.8374	0.95
49.8445	0.95
49.8516	0.95
49.8587	0.95
49.8658	0.95
49.8729	0.95
49.88	0.95
49.8871	0.95
49.8942	0.95
49.9013	0.95
49.9084	0.95
